"title","release_year","character","gender","words","proportion_of_dialogue","age","gross","script_id"
"Pok�mon: The First Movie - Mewtwo Strikes Back",1998,"Umio","man",101,0.0322683706,32,158,5523
"Sleeping Beauty",1959,"Bria","woman",568,0.0692260817,,880,5525
"Sleeping Beauty",1959,"Fauna","woman",553,0.0673979281,53,880,5525
"Sleeping Beauty",1959,"Flora","woman",1079,0.1315051798,69,880,5525
"Sleeping Beauty",1959,"Hubert","man",656,0.0799512492,46,880,5525
"Sleeping Beauty",1959,"Maleficent","woman",733,0.0893357709,54,880,5525
"Sleeping Beauty",1959,"Merryweather","woman",606,0.073857404,51,880,5525
"Sleeping Beauty",1959,"Narrator","man",385,0.0469226082,46,880,5525
"Sleeping Beauty",1959,"Prince Phillip","man",257,0.0313223644,38,880,5525
"Sleeping Beauty",1959,"Stefan","man",272,0.033150518,81,880,5525
"Tarzan",1999,"Clayton","man",568,0.1253586405,63,292,5528
"Tarzan",1999,"Jane","woman",1159,0.2557934231,29,292,5528
"Tarzan",1999,"Kala","woman",387,0.0854116089,52,292,5528
"Tarzan",1999,"Kerchak","man",250,0.055175458,59,292,5528
"Tarzan",1999,"Professor Porte","man",471,0.1039505628,70,292,5528
"Tarzan",1999,"Tantor","man",320,0.0706245862,44,292,5528
"Tarzan",1999,"Tarzan","man",538,0.1187375855,39,292,5528
"Tarzan",1999,"Terk","woman",838,0.1849481351,37,292,5528
"The Blair Witch Project",1999,"Heather Donahue","woman",4989,0.5208811861,25,241,5531
"The Blair Witch Project",1999,"Joshua 'Josh' L","man",2058,0.2148674045,24,241,5531
"The Blair Witch Project",1999,"Mary Brown","woman",179,0.0186886615,65,241,5531
"The Blair Witch Project",1999,"Michael 'Mike' ","man",2130,0.2223846314,26,241,5531
"The Blair Witch Project",1999,"Short Fisherman","man",222,0.0231781165,,241,5531
"The Fast and the Furious",2001,"Agent Bilkins","man",383,0.06263287,,222,5532
"The Fast and the Furious",2001,"Brian O'Conner","man",2151,0.3517579722,28,222,5532
"The Fast and the Furious",2001,"Dominic Toretto","man",1551,0.2536385936,34,222,5532
"The Fast and the Furious",2001,"Hector","man",109,0.0178250204,31,222,5532
"The Fast and the Furious",2001,"Jesse","man",239,0.0390842191,25,222,5532
"The Fast and the Furious",2001,"Mia Toretto","woman",699,0.114309076,21,222,5532
"The Fast and the Furious",2001,"Sgt. Tanner","man",666,0.1089125102,44,222,5532
"The Fast and the Furious",2001,"Vince","man",317,0.0518397383,29,222,5532
"Hunchback of Notre Dame",1996,"Archdeacon","man",114,0.0195809,54,196,5533
"Hunchback of Notre Dame",1996,"Clopin","man",225,0.0386465132,45,196,5533
"Hunchback of Notre Dame",1996,"Esmeralda","woman",922,0.1583648231,34,196,5533
"Hunchback of Notre Dame",1996,"Frollo","man",1471,0.2526623154,63,196,5533
"Hunchback of Notre Dame",1996,"Hugo","man",407,0.0699072484,37,196,5533
"Hunchback of Notre Dame",1996,"Laverne","woman",379,0.0650979045,86,196,5533
"Hunchback of Notre Dame",1996,"Phoebus","man",894,0.1535554792,49,196,5533
"Hunchback of Notre Dame",1996,"Quasimodo","man",1122,0.1927172793,43,196,5533
"Hunchback of Notre Dame",1996,"Victor","man",288,0.0494675369,60,196,5533
"The Jungle Book",1967,"Bagheera' The ","man",1509,0.2088003321,49,1029,5534
"The Jungle Book",1967,"Baloo' The Bea","man",1831,0.2533554725,63,1029,5534
"The Jungle Book",1967,"Kaa' The Snake","man",701,0.096997371,62,1029,5534
"The Jungle Book",1967,"Mowgli' The Ma","man",883,0.1221807112,12,1029,5534
"The Jungle Book",1967,"Akela","man",110,0.0152207002,62,1029,5534
"The Jungle Book",1967,"Buzzie","man",337,0.0466306905,63,1029,5534
"The Jungle Book",1967,"Col. Hathi The ","man",833,0.1152622112,63,1029,5534
"The Jungle Book",1967,"Dizzy","man",156,0.0215857202,63,1029,5534
"The Jungle Book",1967,"Flaps","man",140,0.0193718002,63,1029,5534
"The Jungle Book",1967,"Girl Sings","woman",167,0.0231077902,,1029,5534
"The Jungle Book",1967,"King Louie Of T","man",231,0.0319634703,57,1029,5534
"The Jungle Book",1967,"Shere Khan The ","man",329,0.0455237305,61,1029,5534
"Am�lie",2001,"Am�Lie Poulain","woman",1908,0.2733524355,25,51,5803
"Am�lie",2001,"Collignon","man",412,0.059025788,,51,5803
"Am�lie",2001,"Dominique Breto","man",147,0.0210601719,58,51,5803
"Am�lie",2001,"Eva","woman",343,0.0491404011,35,51,5803
"Am�lie",2001,"Georgette","woman",376,0.0538681948,39,51,5803
"Am�lie",2001,"Gina","woman",350,0.0501432665,,51,5803
"Am�lie",2001,"Hipolito","man",263,0.0376790831,44,51,5803
"Am�lie",2001,"Husband","man",233,0.0333810888,,51,5803
"Am�lie",2001,"Joseph","man",360,0.0515759312,46,51,5803
"Am�lie",2001,"Lucien","man",337,0.0482808023,26,51,5803
"Am�lie",2001,"Madame Suzanne ","woman",329,0.0471346705,72,51,5803
"Am�lie",2001,"Nino Quincampoi","man",373,0.0534383954,34,51,5803
"Am�lie",2001,"Raymond Dufayel","man",968,0.1386819484,,51,5803
"Am�lie",2001,"The Concierge","woman",581,0.0832378223,,51,5803
"American History X",1998,"Cassandra","woman",111,0.0144230769,44,12,5805
"American History X",1998,"Chris","man",151,0.0196205821,24,12,5805
"American History X",1998,"Danny Vinyard","man",1362,0.176975052,21,12,5805
"American History X",1998,"Davina Vinyard","woman",427,0.055483368,24,12,5805
"American History X",1998,"Dennis Vinyard","man",229,0.0297557173,48,12,5805
"American History X",1998,"Derek Vinyard","man",2454,0.3188669439,29,12,5805
"American History X",1998,"Doris Vinyard","woman",376,0.0488565489,47,12,5805
"American History X",1998,"Dr. Bob Sweeney","man",636,0.0826403326,50,12,5805
"American History X",1998,"Jason","man",111,0.0144230769,19,12,5805
"American History X",1998,"Lawrence","man",161,0.0209199584,27,12,5805
"American History X",1998,"Murray","man",228,0.0296257796,60,12,5805
"American History X",1998,"Rasmussen","man",183,0.0237785863,50,12,5805
"American History X",1998,"Seth Ryan","man",879,0.1142151767,22,12,5805
"American History X",1998,"Stacey","woman",388,0.0504158004,24,12,5805
"A Beautiful Mind",2001,"Alicia Nash","woman",1496,0.1873982212,31,262,5820
"A Beautiful Mind",2001,"Charles","man",653,0.0817988225,30,262,5820
"A Beautiful Mind",2001,"Dr. Rosen","man",747,0.0935738444,72,262,5820
"A Beautiful Mind",2001,"Fox","man",353,0.0442189653,,262,5820
"A Beautiful Mind",2001,"General","man",191,0.0239258424,,262,5820
"A Beautiful Mind",2001,"John Nash","man",3486,0.4366779406,37,262,5820
"A Beautiful Mind",2001,"Milnor","man",447,0.0559939872,,262,5820
"A Beautiful Mind",2001,"Professor Horne","man",145,0.0181635976,57,262,5820
"A Beautiful Mind",2001,"Student","man",107,0.0134034824,,262,5820
"A Beautiful Mind",2001,"Zweifel","man",358,0.0448452963,,262,5820
"City of God",2002,"Alicate - Clipp","man",142,0.0169430856,,11,5847
"City of God",2002,"Barbantinho - S","man",350,0.0417611264,,11,5847
"City of God",2002,"Ben� - Benny","man",511,0.0609712445,18,11,5847
"City of God",2002,"Berenice - Bern","woman",172,0.0205226107,20,11,5847
"City of God",2002,"Buscap� - Rocke","man",1830,0.2183510321,19,11,5847
"City of God",2002,"Cabe��O - Melon","man",126,0.0150340055,,11,5847
"City of God",2002,"Cabeleira - Sha","man",732,0.0873404128,19,11,5847
"City of God",2002,"Dadinho - Li'L ","man",338,0.0403293163,14,11,5847
"City of God",2002,"Exu","man",157,0.0187328481,47,11,5847
"City of God",2002,"Fernanda","woman",122,0.0145567355,,11,5847
"City of God",2002,"Jab�","man",105,0.0125283379,,11,5847
"City of God",2002,"Man� Galinha - ","man",619,0.0738575349,32,11,5847
"City of God",2002,"Marisol","woman",376,0.0448633815,,11,5847
"City of God",2002,"Marreco - Goose","man",136,0.0162271805,,11,5847
"City of God",2002,"Ot�Vio","man",108,0.0128862904,,11,5847
"City of God",2002,"Sandro Cenoura ","man",720,0.0859086028,33,11,5847
"City of God",2002,"Thiago - Tiago","man",160,0.0190908006,18,11,5847
"City of God",2002,"Touro","man",311,0.0371077437,,11,5847
"City of God",2002,"Vizinha Do Para","woman",101,0.0120510679,24,11,5847
"City of God",2002,"Z� Pequeno - Li","man",1265,0.1509366424,24,11,5847
"The Green Mile",1999,"Arlen Bitterbuc","man",101,0.0081418783,47,234,5895
"The Green Mile",1999,"Brutus 'Brutal'","man",1310,0.1056025796,46,234,5895
"The Green Mile",1999,"Burt Hammersmit","man",532,0.0428859331,44,234,5895
"The Green Mile",1999,"Dean Stanton","man",412,0.0332124143,29,234,5895
"The Green Mile",1999,"Eduard Delacroi","man",628,0.0506247481,47,234,5895
"The Green Mile",1999,"Elaine Connelly","woman",312,0.0251511487,70,234,5895
"The Green Mile",1999,"Harry Terwillig","man",438,0.0353083434,52,234,5895
"The Green Mile",1999,"Jan Edgecomb","woman",546,0.0440145103,38,234,5895
"The Green Mile",1999,"John Coffey","man",1374,0.1107617896,42,234,5895
"The Green Mile",1999,"Melinda Moores","woman",237,0.0191051995,40,234,5895
"The Green Mile",1999,"Paul Edgecomb","man",4545,0.3663845224,43,234,5895
"The Green Mile",1999,"Percy Wetmore","man",945,0.0761789601,39,234,5895
"The Green Mile",1999,"Toot-Toot","man",199,0.0160419186,73,234,5895
"The Green Mile",1999,"Warden Hal Moor","man",826,0.066586054,59,234,5895
"Life Is Beautiful",1997,"Bartolomeo","man",149,0.0174045088,33,109,5916
"Life Is Beautiful",1997,"Doctor Lessing","man",352,0.041116692,64,109,5916
"Life Is Beautiful",1997,"Dora","woman",628,0.0733559164,37,109,5916
"Life Is Beautiful",1997,"Ferruccio","man",303,0.0353930616,,109,5916
"Life Is Beautiful",1997,"German Corporal","man",177,0.0206751548,43,109,5916
"Life Is Beautiful",1997,"Guido","man",5463,0.6381263871,45,109,5916
"Life Is Beautiful",1997,"Joshua","man",668,0.0780282677,5,109,5916
"Life Is Beautiful",1997,"Laura","woman",166,0.0193902581,,109,5916
"Life Is Beautiful",1997,"School Inspecto","man",129,0.0150683331,53,109,5916
"Life Is Beautiful",1997,"School Principa","woman",250,0.029202196,57,109,5916
"Life Is Beautiful",1997,"Uncle Eliseo","man",276,0.0322392244,74,109,5916
"Million Dollar Baby",2004,"Big Willie Litt","man",210,0.0199014405,28,140,5930
"Million Dollar Baby",2004,"Danger Barch","man",265,0.0251137225,22,140,5930
"Million Dollar Baby",2004,"Earline Fitzger","woman",327,0.0309893859,53,140,5930
"Million Dollar Baby",2004,"Eddie Scrap-Iro","man",3722,0.3527293404,67,140,5930
"Million Dollar Baby",2004,"Father Horvak","man",215,0.0203752843,37,140,5930
"Million Dollar Baby",2004,"Frankie Dunn","man",3755,0.3558567096,74,140,5930
"Million Dollar Baby",2004,"Maggie Fitzgera","woman",1708,0.1618650493,30,140,5930
"Million Dollar Baby",2004,"Ref #1","man",110,0.0104245641,,140,5930
"Million Dollar Baby",2004,"Sally Mendoza","man",117,0.0110879454,47,140,5930
"Million Dollar Baby",2004,"Shawrelle Berry","man",123,0.011656558,26,140,5930
"Once Upon a Time in America",1984,"Fat' Moe Gelly","man",213,0.0281188119,36,13,5937
"Once Upon a Time in America",1984,"Carol","woman",501,0.0661386139,41,13,5937
"Once Upon a Time in America",1984,"David 'Noodles'","man",2405,0.3174917492,41,13,5937
"Once Upon a Time in America",1984,"Deborah Gelly","woman",677,0.0893729373,23,13,5937
"Once Upon a Time in America",1984,"Eve","woman",237,0.0312871287,26,13,5937
"Once Upon a Time in America",1984,"Interviewer","man",165,0.0217821782,,13,5937
"Once Upon a Time in America",1984,"Jimmy","man",606,0.08,,13,5937
"Once Upon a Time in America",1984,"Johnny Capuano","man",160,0.0211221122,52,13,5937
"Once Upon a Time in America",1984,"Maximilian 'Max","man",1555,0.2052805281,37,13,5937
"Once Upon a Time in America",1984,"Officer 'Fartfa","man",147,0.0194059406,47,13,5937
"Once Upon a Time in America",1984,"Patrick 'Patsy'","man",179,0.023630363,31,13,5937
"Once Upon a Time in America",1984,"Peggy","woman",219,0.0289108911,,13,5937
"Once Upon a Time in America",1984,"Philip 'Cockeye","man",181,0.0238943894,29,13,5937
"Once Upon a Time in America",1984,"Police Chief Vi","man",199,0.0262706271,51,13,5937
"Once Upon a Time in America",1984,"Woman In The Pu","woman",131,0.0172937294,37,13,5937
"There Will Be Blood",2007,"Abel Sunday","man",286,0.0355191257,,50,6000
"There Will Be Blood",2007,"Al Rose","man",175,0.0217337308,,50,6000
"There Will Be Blood",2007,"Bandy","man",224,0.0278191754,64,50,6000
"There Will Be Blood",2007,"Ben Blaut","man",114,0.0141579732,,50,6000
"There Will Be Blood",2007,"Daniel Plainvie","man",5323,0.661077993,50,50,6000
"There Will Be Blood",2007,"Fletcher","man",182,0.02260308,54,50,6000
"There Will Be Blood",2007,"H.M. Tilford","man",237,0.0294336811,46,50,6000
"There Will Be Blood",2007,"Henry","man",866,0.107550919,44,50,6000
"There Will Be Blood",2007,"Hw","man",224,0.0278191754,11,50,6000
"There Will Be Blood",2007,"Paul Sunday","man",421,0.0522851465,23,50,6000
"The Third Man",1949,"Baron' Kurtz","man",557,0.0579604579,59,8,6003
"The Third Man",1949,"Anna Schmidt","woman",1400,0.1456815817,28,8,6003
"The Third Man",1949,"Anna'S Old Land","woman",112,0.0116545265,81,8,6003
"The Third Man",1949,"Crabbin","man",531,0.0552549428,46,8,6003
"The Third Man",1949,"Dr. Winkel","man",172,0.0178980229,65,8,6003
"The Third Man",1949,"Harry Lime","man",697,0.072528616,34,8,6003
"The Third Man",1949,"Holly Martins","man",3160,0.3288241415,44,8,6003
"The Third Man",1949,"Karl - Harry'S ","man",503,0.0523413111,55,8,6003
"The Third Man",1949,"Maj. Calloway","man",1678,0.1746097815,36,8,6003
"The Third Man",1949,"Popescu","man",429,0.044640999,43,8,6003
"The Third Man",1949,"Sgt. Paine","man",371,0.0386056191,41,8,6003
"Touch of Evil",1958,"Al Schwartz","man",514,0.0721099888,39,38,6006
"Touch of Evil",1958,"Chief Gould","man",245,0.0343714927,68,38,6006
"Touch of Evil",1958,"District Attorn","man",405,0.0568181818,69,38,6006
"Touch of Evil",1958,"Manelo Sanchez","man",227,0.0318462402,38,38,6006
"Touch of Evil",1958,"Mike Vargas","man",1769,0.2481762065,35,38,6006
"Touch of Evil",1958,"Police Captain ","man",2081,0.2919472503,43,38,6006
"Touch of Evil",1958,"Police Sergeant","man",941,0.1320145903,61,38,6006
"Touch of Evil",1958,"Susan Vargas","woman",946,0.1327160494,31,38,6006
"The Black Cauldron",1985,"Creeper","man",860,0.1089297023,27,51,6026
"The Black Cauldron",1985,"Dallben","man",585,0.0740975301,58,51,6026
"The Black Cauldron",1985,"Eilonwy","woman",881,0.1115896137,38,51,6026
"The Black Cauldron",1985,"Fflewddur Fflam","man",1019,0.129069031,56,51,6026
"The Black Cauldron",1985,"Guard","man",161,0.0203926536,,51,6026
"The Black Cauldron",1985,"Gurgi","man",622,0.0787840405,47,51,6026
"The Black Cauldron",1985,"Henchmen","man",261,0.033058898,,51,6026
"The Black Cauldron",1985,"King Eidilleg","man",108,0.013679544,58,51,6026
"The Black Cauldron",1985,"Orddu","woman",452,0.057251425,72,51,6026
"The Black Cauldron",1985,"Orwen","woman",137,0.0173527549,58,51,6026
"The Black Cauldron",1985,"Taran","man",2196,0.2781507283,,51,6026
"The Black Cauldron",1985,"The Horned King","man",613,0.0776440785,45,51,6026
"Pixels",2015,"1982 Championsh","man",110,0.0752908966,63,81,6029
"Pixels",2015,"Brenner","man",789,0.5400410678,49,81,6029
"Pixels",2015,"Scotty","man",156,0.1067761807,,81,6029
"Pixels",2015,"Violet","woman",406,0.2778918549,39,81,6029
"2 Guns",2013,"Admiral Tuwey","man",806,0.0823373174,71,80,6030
"2 Guns",2013,"Bobby","man",3097,0.3163755235,59,80,6030
"2 Guns",2013,"Deb","woman",583,0.0595566452,38,80,6030
"2 Guns",2013,"Earl","man",698,0.0713045255,58,80,6030
"2 Guns",2013,"Jessup","man",236,0.0241086934,53,80,6030
"2 Guns",2013,"Papi Greco","man",963,0.0983757279,66,80,6030
"2 Guns",2013,"Stig","man",3406,0.3479415671,42,80,6030
"About Last Night",2014,"Bernie","man",2436,0.2082585278,35,51,6034
"About Last Night",2014,"Casey Mcneil","man",358,0.0306061383,59,51,6034
"About Last Night",2014,"Danny","man",3590,0.3069163033,41,51,6034
"About Last Night",2014,"Debbie","woman",3139,0.2683594084,40,51,6034
"About Last Night",2014,"Joan","woman",1725,0.1474737112,44,51,6034
"About Last Night",2014,"Ryan Keller","man",228,0.0194921775,44,51,6034
"About Last Night",2014,"Steven Thaler","man",221,0.0188937334,39,51,6034
"Arthur Christmas",2011,"Arthur","man",1420,0.3756613757,32,50,6037
"Arthur Christmas",2011,"Grandsanta","man",789,0.2087301587,62,50,6037
"Arthur Christmas",2011,"Mrs Santa","woman",250,0.0661375661,55,50,6037
"Arthur Christmas",2011,"Peter","man",122,0.0322751323,36,50,6037
"Arthur Christmas",2011,"Santa","man",532,0.1407407407,62,50,6037
"Arthur Christmas",2011,"Steve","man",667,0.1764550265,52,50,6037
"Click",2006,"Ammer","man",814,0.0863111017,54,181,6038
"Click",2006,"Ben Newman At 7","man",421,0.044640017,9,181,6038
"Click",2006,"Donna Newman","woman",1134,0.1202417559,33,181,6038
"Click",2006,"Janine","woman",214,0.022691125,45,181,6038
"Click",2006,"Michael Newman","man",4893,0.5188209098,40,181,6038
"Click",2006,"Morty","man",1341,0.1421906479,63,181,6038
"Click",2006,"Samantha Newman","woman",227,0.0240695578,7,181,6038
"Click",2006,"Ted Newman","man",387,0.041034885,61,181,6038
"Cloudy with a Chance of Meatballs 2",2013,"Barb","woman",418,0.0486499069,35,128,6039
"Cloudy with a Chance of Meatballs 2",2013,"Brent Mchale","man",464,0.0540037244,35,128,6039
"Cloudy with a Chance of Meatballs 2",2013,"Chester V","man",2018,0.2348696462,43,128,6039
"Cloudy with a Chance of Meatballs 2",2013,"Earl Devereaux","man",512,0.0595903166,45,128,6039
"Cloudy with a Chance of Meatballs 2",2013,"Flint Lockwood","man",3058,0.3559124767,35,128,6039
"Cloudy with a Chance of Meatballs 2",2013,"Manny","man",229,0.0266527002,50,128,6039
"Cloudy with a Chance of Meatballs 2",2013,"Sam Sparks","woman",1042,0.1212756052,37,128,6039
"Cloudy with a Chance of Meatballs 2",2013,"Tim Lockwood","man",851,0.0990456238,73,128,6039
"Captain Phillips",2013,"Admiral Howard","man",188,0.0264602393,,114,6040
"Captain Phillips",2013,"Allison Mccoll","woman",135,0.0190007037,39,114,6040
"Captain Phillips",2013,"Andrea Phillips","woman",352,0.0495425757,54,114,6040
"Captain Phillips",2013,"Captain Frank C","man",285,0.0401125968,,114,6040
"Captain Phillips",2013,"Captain Richard","man",3229,0.454468684,57,114,6040
"Captain Phillips",2013,"Mike Perry","man",167,0.0235045742,52,114,6040
"Captain Phillips",2013,"Muse","man",1254,0.1764954258,28,114,6040
"Captain Phillips",2013,"Najee","man",341,0.0479943702,,114,6040
"Captain Phillips",2013,"Nemo","man",268,0.0377199156,34,114,6040
"Captain Phillips",2013,"Seal Commander","man",321,0.0451794511,44,114,6040
"Captain Phillips",2013,"Shane Murphy","man",565,0.0795214638,36,114,6040
"Friends with Benefits",2011,"Annie","woman",366,0.0470014126,40,61,6042
"Friends with Benefits",2011,"Dylan","man",2822,0.3623988699,30,61,6042
"Friends with Benefits",2011,"Jamie","woman",3044,0.3909079235,28,61,6042
"Friends with Benefits",2011,"Kayla","woman",109,0.0139976885,23,61,6042
"Friends with Benefits",2011,"Lorna","woman",565,0.0725568255,52,61,6042
"Friends with Benefits",2011,"Mr. Harper","man",478,0.0613843585,64,61,6042
"Friends with Benefits",2011,"Tommy","man",403,0.0517529215,50,61,6042
"Heaven Is for Real",2014,"Cassie Burpo","woman",157,0.0186394396,,97,6045
"Heaven Is for Real",2014,"Colton Burpo","man",921,0.1093434643,,97,6045
"Heaven Is for Real",2014,"Jay Wilkins","man",798,0.0947405912,54,97,6045
"Heaven Is for Real",2014,"Michael","man",149,0.0176896593,43,97,6045
"Heaven Is for Real",2014,"Mr. Baxter","man",131,0.0155526534,54,97,6045
"Heaven Is for Real",2014,"Nancy Rawling","woman",357,0.0423839487,63,97,6045
"Heaven Is for Real",2014,"Sonja Burpo","woman",1345,0.1596818236,37,97,6045
"Heaven Is for Real",2014,"Todd Burpo","man",4565,0.5419684198,51,97,6045
"Monster House",2006,"Bones","man",170,0.0269670051,36,97,6050
"Monster House",2006,"Chowder","man",1530,0.2427030457,14,97,6050
"Monster House",2006,"Constance","woman",127,0.0201459391,52,97,6050
"Monster House",2006,"Dad","man",231,0.036643401,67,97,6050
"Monster House",2006,"Dj","man",1775,0.2815672589,15,97,6050
"Monster House",2006,"Jenny","woman",1214,0.1925761421,16,97,6050
"Monster House",2006,"Mom","woman",158,0.0250634518,52,97,6050
"Monster House",2006,"Nebbercracker","man",512,0.0812182741,49,97,6050
"Monster House",2006,"Zee","woman",587,0.0931154822,29,97,6050
"Pompeii",2014,"Aristocrat 1","man",146,0.0221817077,,24,6052
"Pompeii",2014,"Columba","woman",592,0.0899422668,,24,6052
"Pompeii",2014,"Fortunata","woman",237,0.0360072926,,24,6052
"Pompeii",2014,"Kellus","man",503,0.0764205409,,24,6052
"Pompeii",2014,"Leonides","man",177,0.0268915223,,24,6052
"Pompeii",2014,"Lucretius","man",929,0.1411425099,,24,6052
"Pompeii",2014,"Marcus Vettius","man",364,0.0553023397,,24,6052
"Pompeii",2014,"Milo","man",1636,0.2485566697,28,24,6052
"Pompeii",2014,"Nigellus","man",492,0.0747493163,,24,6052
"Pompeii",2014,"Orvo","man",561,0.0852324521,,24,6052
"Pompeii",2014,"Proclaimer","man",115,0.017471893,,24,6052
"Pompeii",2014,"Proculus","man",122,0.0185353996,41,24,6052
"Pompeii",2014,"Strigana","woman",708,0.1075660893,,24,6052
"Battle of the Year",2013,"Bboy Joes Fathe","man",125,0.0113574414,,9,6053
"Battle of the Year",2013,"Bomber","man",392,0.0356169362,,9,6053
"Battle of the Year",2013,"Dante Graham","man",1143,0.1038524441,39,9,6053
"Battle of the Year",2013,"Franklyn","man",1152,0.1046701799,27,9,6053
"Battle of the Year",2013,"Gatlin","man",124,0.0112665819,34,9,6053
"Battle of the Year",2013,"Ghost","man",304,0.0276212975,,9,6053
"Battle of the Year",2013,"Jason Blake","man",4392,0.3990550609,44,9,6053
"Battle of the Year",2013,"Lil Adonis","man",299,0.0271669998,,9,6053
"Battle of the Year",2013,"Mayhem","man",280,0.0254406687,,9,6053
"Battle of the Year",2013,"Rooster","man",676,0.0614210431,24,9,6053
"Battle of the Year",2013,"Sniper","man",325,0.0295293476,,9,6053
"Battle of the Year",2013,"Stacy","woman",305,0.027712157,27,9,6053
"Battle of the Year",2013,"Sway","man",438,0.0397964747,,9,6053
"Battle of the Year",2013,"Terence J","man",597,0.0542431401,31,9,6053
"Battle of the Year",2013,"Thomas Hergenro","?",216,0.0196256587,,9,6053
"Battle of the Year",2013,"Wolf","man",238,0.0216245684,,9,6053
"Resident Evil: Retribution",2012,"Albert Wesker","man",367,0.076014913,28,46,6054
"Resident Evil: Retribution",2012,"Alice","woman",1513,0.3133802817,37,46,6054
"Resident Evil: Retribution",2012,"Barry Burton","man",276,0.0571665286,38,46,6054
"Resident Evil: Retribution",2012,"Becky","woman",456,0.0944490472,11,46,6054
"Resident Evil: Retribution",2012,"Chad Kaplan    ","man",148,0.0306545153,44,46,6054
"Resident Evil: Retribution",2012,"Jill Valentine","woman",341,0.0706296603,37,46,6054
"Resident Evil: Retribution",2012,"Leon S. Kennedy","man",596,0.1234465617,35,46,6054
"Resident Evil: Retribution",2012,"Luther West","man",391,0.0809859155,39,46,6054
"Resident Evil: Retribution",2012,"Rain","woman",312,0.0646230323,34,46,6054
"Resident Evil: Retribution",2012,"Sergei","man",233,0.0482601491,,46,6054
"Resident Evil: Retribution",2012,"Todd","man",195,0.0403893952,42,46,6054
"Sparkle",2012,"Dolores","woman",752,0.0802218903,32,26,6056
"Sparkle",2012,"Emma","woman",823,0.0877960316,49,26,6056
"Sparkle",2012,"Larry","man",285,0.030403243,59,26,6056
"Sparkle",2012,"Levi","man",535,0.0570727544,38,26,6056
"Sparkle",2012,"Ms. Sara Waters","woman",214,0.0228291018,46,26,6056
"Sparkle",2012,"Rev. Bryce","man",330,0.0352037551,49,26,6056
"Sparkle",2012,"Satin","man",791,0.0843823341,42,26,6056
"Sparkle",2012,"Sister","woman",1243,0.1326008108,39,26,6056
"Sparkle",2012,"Sparkle","woman",2121,0.2262641348,23,26,6056
"Sparkle",2012,"Stix","man",2107,0.2247706422,38,26,6056
"Sparkle",2012,"Tune Ann","woman",173,0.0184553019,,26,6056
"Salt",2010,"Evelyn Salt","woman",1802,0.3144302914,35,130,6058
"Salt",2010,"Mike Krause","man",348,0.060722387,34,130,6058
"Salt",2010,"Orlov","man",1065,0.185831443,65,130,6058
"Salt",2010,"Peabody","man",690,0.1203978363,33,130,6058
"Salt",2010,"Shnaider","man",252,0.0439713837,34,130,6058
"Salt",2010,"Ted Winter","man",1574,0.2746466585,43,130,6058
"The Smurfs",2011,"Brainy","man",892,0.1048178613,45,156,6059
"The Smurfs",2011,"Clumsy","man",756,0.0888366627,22,156,6059
"The Smurfs",2011,"Gargamel","man",1560,0.1833137485,47,156,6059
"The Smurfs",2011,"Grace Winslow","woman",772,0.0907168038,32,156,6059
"The Smurfs",2011,"Grouchy","man",753,0.0884841363,50,156,6059
"The Smurfs",2011,"Gutsy","man",810,0.0951821387,46,156,6059
"The Smurfs",2011,"Narrator Smurf","man",236,0.0277320799,49,156,6059
"The Smurfs",2011,"Odile","woman",456,0.0535840188,39,156,6059
"The Smurfs",2011,"Patrick Winslow","man",1484,0.1743830787,38,156,6059
"The Smurfs",2011,"Smurfette","woman",791,0.0929494712,27,156,6059
"The Smurfs 2",2013,"Brainy Smurf","man",150,0.0205507604,47,75,6060
"The Smurfs 2",2013,"Clumsy Smurf","man",253,0.0346622825,24,75,6060
"The Smurfs 2",2013,"Gargamel","man",2536,0.3474448555,49,75,6060
"The Smurfs 2",2013,"Grace","woman",511,0.0700095904,34,75,6060
"The Smurfs 2",2013,"Grouchy Smurf","man",480,0.0657624332,52,75,6060
"The Smurfs 2",2013,"Hackus","man",105,0.0143855323,48,75,6060
"The Smurfs 2",2013,"Nancy O'Dell","woman",125,0.0171256336,47,75,6060
"The Smurfs 2",2013,"Narrator Smurf","man",404,0.055350048,51,75,6060
"The Smurfs 2",2013,"Odile","woman",130,0.017810659,,75,6060
"The Smurfs 2",2013,"Smurfette","woman",696,0.0953555282,29,75,6060
"The Smurfs 2",2013,"Vanity Smurf","man",290,0.0397314701,36,75,6060
"The Smurfs 2",2013,"Vexy","woman",396,0.0542540074,33,75,6060
"The Smurfs 2",2013,"Victor","man",1223,0.1675571996,58,75,6060
"Talladega Nights: The Ballad of Ricky Bobby",2006,"Cal Naughton Jr","man",312,0.040625,41,196,6061
"Talladega Nights: The Ballad of Ricky Bobby",2006,"Carley Bobby","woman",571,0.0743489583,32,196,6061
"Talladega Nights: The Ballad of Ricky Bobby",2006,"Glenn","man",170,0.0221354167,33,196,6061
"Talladega Nights: The Ballad of Ricky Bobby",2006,"Hank","man",254,0.0330729167,,196,6061
"Talladega Nights: The Ballad of Ricky Bobby",2006,"Jean Girard","man",578,0.0752604167,35,196,6061
"Talladega Nights: The Ballad of Ricky Bobby",2006,"Keith Doby","man",174,0.02265625,,196,6061
"Talladega Nights: The Ballad of Ricky Bobby",2006,"Lucius Washingt","man",787,0.1024739583,49,196,6061
