name,born,died,bornCountry_original,bornCountry_now,bornCity_original,bornCity_now,bornLocation,bornLong,bornLat,bornCoordinates,diedCountry_original,diedCountry_now,diedCity_original,diedCity_now,diedLocation,diedLong,diedLat,diedCoordinates,gender,year,category,motivation,institutionName,institutionCity,institutionCountry
Masatoshi Koshiba,1926-09-19,0000-00-00,Japan,Japan,Toyohashi,Toyohashi,"Toyohashi, Japan",137.3914662,34.7691995,"34.7691995, 137.3914662",,,,,,,,,male,2002,physics,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",University of Tokyo,Tokyo,Japan
Koichi Tanaka,1959-08-03,0000-00-00,Japan,Japan,Toyama City,Toyama City,"Toyama City, Japan",137.2136768,36.6959518,"36.6959518, 137.2136768",,,,,,,,,male,2002,chemistry,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",Shimadzu Corp.,Kyoto,Japan
Yoichiro Nambu,1921-01-18,2015-07-05,Japan,Japan,Tokyo,Tokyo,"Tokyo, Japan",139.6917064,35.6894875,"35.6894875, 139.6917064",Japan,Japan,Osaka,Osaka,"Osaka, Japan",135.5021651,34.6937378,"34.6937378, 135.5021651",male,2008,physics,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""","Enrico Fermi Institute, University of Chicago","Chicago, IL",USA
Makoto Kobayashi,1944-04-07,0000-00-00,Japan,Japan,Nagoya,Nagoya,"Nagoya, Japan",136.906398,35.1814464,"35.1814464, 136.906398",,,,,,,,,male,2008,physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",High Energy Accelerator Research Organization (KEK),Tsukuba,Japan
Toshihide Maskawa,1940-02-07,0000-00-00,Japan,Japan,Nagoya,Nagoya,"Nagoya, Japan",136.906398,35.1814464,"35.1814464, 136.906398",,,,,,,,,male,2008,physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Kyoto Sangyo University,Kyoto,Japan
Toshihide Maskawa,1940-02-07,0000-00-00,Japan,Japan,Nagoya,Nagoya,"Nagoya, Japan",136.906398,35.1814464,"35.1814464, 136.906398",,,,,,,,,male,2008,physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""","Yukawa Institute for Theoretical Physics (YITP), Kyoto University",Kyoto,Japan
Osamu Shimomura,1928-08-27,0000-00-00,Japan,Japan,Kyoto,Kyoto,"Kyoto, Japan",135.7680294,35.0116363,"35.0116363, 135.7680294",,,,,,,,,male,2008,chemistry,"""for the discovery and development of the green fluorescent protein, GFP""",Marine Biological Laboratory (MBL),"Woods Hole, MA",USA
Osamu Shimomura,1928-08-27,0000-00-00,Japan,Japan,Kyoto,Kyoto,"Kyoto, Japan",135.7680294,35.0116363,"35.0116363, 135.7680294",,,,,,,,,male,2008,chemistry,"""for the discovery and development of the green fluorescent protein, GFP""",Boston University Medical School,"Massachusetts, MA",USA
Akira Suzuki,1930-09-12,0000-00-00,Japan,Japan,Mukawa,Mukawa,"Mukawa, Japan",141.9267504,42.5748066,"42.5748066, 141.9267504",,,,,,,,,male,2010,chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",Hokkaido University,Sapporo,Japan
Shinya Yamanaka,1962-09-04,0000-00-00,Japan,Japan,Osaka,Osaka,"Osaka, Japan",135.5021651,34.6937378,"34.6937378, 135.5021651",,,,,,,,,male,2012,medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Kyoto University,Kyoto,Japan
Shinya Yamanaka,1962-09-04,0000-00-00,Japan,Japan,Osaka,Osaka,"Osaka, Japan",135.5021651,34.6937378,"34.6937378, 135.5021651",,,,,,,,,male,2012,medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Gladstone Institutes,"San Francisco, CA",USA
Isamu Akasaki,1929-01-30,0000-00-00,Japan,Japan,Chiran,Chiran,"Chiran, Japan",130.4400729,31.377265,"31.377265, 130.4400729",,,,,,,,,male,2014,physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Meijo University,Nagoya,Japan
Isamu Akasaki,1929-01-30,0000-00-00,Japan,Japan,Chiran,Chiran,"Chiran, Japan",130.4400729,31.377265,"31.377265, 130.4400729",,,,,,,,,male,2014,physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Nagoya University,Nagoya,Japan
Hiroshi Amano,1960-09-11,0000-00-00,Japan,Japan,Hamamatsu,Hamamatsu,"Hamamatsu, Japan",137.7261258,34.7108344,"34.7108344, 137.7261258",,,,,,,,,male,2014,physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Nagoya University,Nagoya,Japan
Shuji Nakamura,1954-05-22,0000-00-00,Japan,Japan,Ikata,Ikata,"Ikata, Japan",132.354012,33.4885738,"33.4885738, 132.354012",,,,,,,,,male,2014,physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",University of California,"Santa Barbara, CA",USA
Satoshi Ōmura,1935-07-12,0000-00-00,Japan,Japan,Yamanashi Prefecture,Yamanashi Prefecture,"Yamanashi Prefecture, Japan",138.5684486,35.6641575,"35.6641575, 138.5684486",,,,,,,,,male,2015,medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Kitasato University,Tokyo,Japan
Takaaki Kajita,1959-03-09,0000-00-00,Japan,Japan,Higashimatsuyama,Higashimatsuyama,"Higashimatsuyama, Japan",139.3999588,36.0421262,"36.0421262, 139.3999588",,,,,,,,,male,2015,physics,"""for the discovery of neutrino oscillations, which shows that neutrinos have mass""",University of Tokyo,Kashiwa,Japan
Yoshinori Ohsumi,1945-02-09,0000-00-00,Japan,Japan,Fukuoka,Fukuoka,"Fukuoka, Japan",130.4017155,33.5903547,"33.5903547, 130.4017155",,,,,,,,,male,2016,medicine,"""for his discoveries of mechanisms for autophagy""",Tokyo Institute of Technology,Tokyo,Japan
Kazuo Ishiguro,1954-11-08,0000-00-00,Japan,Japan,Nagasaki,Nagasaki,"Nagasaki, Japan",129.877667,32.7502856,"32.7502856, 129.877667",,,,,,,,,male,2017,literature,"""who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world""",,,
Guglielmo Marconi,1874-04-25,1937-07-20,Italy,Italy,Bologna,Bologna,"Bologna, Italy",11.3426162,44.494887,"44.494887, 11.3426162",Italy,Italy,Rome,Rome,"Rome, Italy",12.4963655,41.9027835,"41.9027835, 12.4963655",male,1909,physics,"""in recognition of their contributions to the development of wireless telegraphy""",Marconi Wireless Telegraph Co. Ltd.,London,United Kingdom
Enrico Fermi,1901-09-29,1954-11-28,Italy,Italy,Rome,Rome,"Rome, Italy",12.4963655,41.9027835,"41.9027835, 12.4963655",USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL, USA",-87.6297982,41.8781136,"41.8781136, -87.6297982",male,1938,physics,"""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons""",Rome University,Rome,Italy
Emilio Gino Segrè,1905-02-01,1989-04-22,Italy,Italy,Tivoli,Tivoli,"Tivoli, Italy",12.8022261,41.959817,"41.959817, 12.8022261",USA,USA,"Lafayette, CA","Lafayette, CA","Lafayette, CA, USA",-122.1180201,37.8857582,"37.8857582, -122.1180201",male,1959,physics,"""for their discovery of the antiproton""",University of California,"Berkeley, CA",USA
Carlo Rubbia,1934-03-31,0000-00-00,Italy,Italy,Gorizia,Gorizia,"Gorizia, Italy",13.6201754,45.9401812,"45.9401812, 13.6201754",Switzerland,Switzerland,Geneva,Geneva,"Geneva, Switzerland",6.1431577,46.2043907,"46.2043907, 6.1431577",male,1984,physics,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",CERN,Geneva,Switzerland
Giulio Natta,1903-02-26,1979-05-02,Italy,Italy,Imperia,Imperia,"Imperia, Italy",8.039517,43.8896857,"43.8896857, 8.039517",Italy,Italy,Bergamo,Bergamo,"Bergamo, Italy",9.6772698,45.6982642,"45.6982642, 9.6772698",male,1963,chemistry,"""for their discoveries in the field of the chemistry and technology of high polymers""",Institute of Technology,Milan,Italy
Camillo Golgi,1843-07-07,1926-01-21,Italy,Italy,Corteno,Corteno,"Corteno, Italy",10.2365387,46.1652608,"46.1652608, 10.2365387",Italy,Italy,Pavia,Pavia,"Pavia, Italy",9.1582069,45.1847248,"45.1847248, 9.1582069",male,1906,medicine,"""in recognition of their work on the structure of the nervous system""",Pavia University,Pavia,Italy
Salvador E. Luria,1912-08-13,1991-02-06,Italy,Italy,Torino,Torino,"Torino, Italy",7.6868565,45.070312,"45.070312, 7.6868565",USA,USA,"Lexington, MA","Lexington, MA","Lexington, MA, USA",-71.2289641,42.4430372,"42.4430372, -71.2289641",male,1969,medicine,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA
Renato Dulbecco,1914-02-22,2012-02-19,Italy,Italy,Catanzaro,Catanzaro,"Catanzaro, Italy",16.5876516,38.9097919,"38.9097919, 16.5876516",USA,USA,"La Jolla, CA","La Jolla, CA","La Jolla, CA, USA",-117.2712717,32.8328112,"32.8328112, -117.2712717",male,1975,medicine,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",Imperial Cancer Research Fund Laboratory,London,United Kingdom
Rita Levi-Montalcini,1909-04-22,2012-12-30,Italy,Italy,Turin,Turin,"Turin, Italy",7.6868565,45.070312,"45.070312, 7.6868565",Italy,Italy,Rome,Rome,"Rome, Italy",12.4963655,41.9027835,"41.9027835, 12.4963655",female,1986,medicine,"""for their discoveries of growth factors""",Institute of Cell Biology of the C.N.R.,Rome,Italy
Grazia Deledda,1871-09-27,1936-08-15,Italy,Italy,"Nuoro, Sardinia","Nuoro, Sardinia","Nuoro, Sardinia, Italy",9.3264377,40.3202421,"40.3202421, 9.3264377",Italy,Italy,Rome,Rome,"Rome, Italy",12.4963655,41.9027835,"41.9027835, 12.4963655",female,1926,literature,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",,,
Luigi Pirandello,1867-06-28,1936-12-10,Italy,Italy,"Agrigento, Sicily","Agrigento, Sicily","Agrigento, Sicily, Italy",13.5859823,37.3094075,"37.3094075, 13.5859823",Italy,Italy,Rome,Rome,"Rome, Italy",12.4963655,41.9027835,"41.9027835, 12.4963655",male,1934,literature,"""for his bold and ingenious revival of dramatic and scenic art""",,,
Salvatore Quasimodo,1901-08-20,1968-06-14,Italy,Italy,Modica,Modica,"Modica, Italy",14.7608152,36.8588355,"36.8588355, 14.7608152",Italy,Italy,Naples,Naples,"Naples, Italy",14.2681244,40.8517746,"40.8517746, 14.2681244",male,1959,literature,"""for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times""",,,
Eugenio Montale,1896-10-12,1981-09-12,Italy,Italy,Genoa,Genoa,"Genoa, Italy",8.946256,44.4056499,"44.4056499, 8.946256",Italy,Italy,Milan,Milan,"Milan, Italy",9.189982,45.4642035,"45.4642035, 9.189982",male,1975,literature,"""for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions""",,,
Dario Fo,1926-03-24,2016-10-13,Italy,Italy,Leggiuno-Sangiano,Leggiuno-Sangiano,"Leggiuno-Sangiano, Italy",8.6207601,45.8747686,"45.8747686, 8.6207601",Italy,Italy,Milano,Milano,"Milano, Italy",9.189982,45.4642035,"45.4642035, 9.189982",male,1997,literature,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",,,
Franco Modigliani,1918-06-18,2003-09-25,Italy,Italy,Rome,Rome,"Rome, Italy",12.4963655,41.9027835,"41.9027835, 12.4963655",USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA, USA",-71.1097335,42.3736158,"42.3736158, -71.1097335",male,1985,economics,"""for his pioneering analyses of saving and of financial markets""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA
Riccardo Giacconi,1931-10-06,0000-00-00,Italy,Italy,Genoa,Genoa,"Genoa, Italy",8.946256,44.4056499,"44.4056499, 8.946256",,,,,,,,,male,2002,physics,"""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources""",Associated Universities Inc.,"Washington, DC",USA
Mario R. Capecchi,1937-10-06,0000-00-00,Italy,Italy,Verona,Verona,"Verona, Italy",10.9916215,45.4383842,"45.4383842, 10.9916215",,,,,,,,,male,2007,medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",University of Utah,"Salt Lake City, UT",USA
Mario R. Capecchi,1937-10-06,0000-00-00,Italy,Italy,Verona,Verona,"Verona, Italy",10.9916215,45.4383842,"45.4383842, 10.9916215",,,,,,,,,male,2007,medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Howard Hughes Medical Institute,,
Ernest Thomas Sinton Walton,1903-10-06,1995-06-25,Ireland,Ireland,Dungarvan,Dungarvan,"Dungarvan, Ireland",-7.6203627,52.0936763,"52.0936763, -7.6203627",Northern Ireland,Northern Ireland,Belfast,Belfast,"Belfast, Northern Ireland",-5.93012,54.597285,"54.597285, -5.93012",male,1951,physics,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",Trinity College,Dublin,Ireland
William Butler Yeats,1865-06-13,1939-01-28,Ireland,Ireland,Dublin,Dublin,"Dublin, Ireland",-6.2603097,53.3498053,"53.3498053, -6.2603097",France,France,Roquebrune-Cap-Martin,Roquebrune-Cap-Martin,"Roquebrune-Cap-Martin, France",7.473754,43.757808,"43.757808, 7.473754",male,1923,literature,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",,,
George Bernard Shaw,1856-07-26,1950-11-02,Ireland,Ireland,Dublin,Dublin,"Dublin, Ireland",-6.2603097,53.3498053,"53.3498053, -6.2603097",United Kingdom,United Kingdom,Ayot St. Lawrence,Ayot St. Lawrence,"Ayot St. Lawrence, United Kingdom",-0.266776,51.837203,"51.837203, -0.266776",male,1925,literature,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",,,
Samuel Beckett,1906-04-13,1989-12-22,Ireland,Ireland,Dublin,Dublin,"Dublin, Ireland",-6.2603097,53.3498053,"53.3498053, -6.2603097",France,France,Paris,Paris,"Paris, France",2.3522219,48.856614,"48.856614, 2.3522219",male,1969,literature,"""for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",,,
William C. Campbell,1930-06-28,0000-00-00,Ireland,Ireland,Ramelton,Ramelton,"Ramelton, Ireland",-7.64809,55.0359,"55.0359, -7.64809",,,,,,,,,male,2015,medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Drew University,"Madison, NJ",USA
Shirin Ebadi,1947-06-21,0000-00-00,Iran,Iran,Hamadan,Hamadan,"Hamadan, Iran",48.5150225,34.7988575,"34.7988575, 48.5150225",,,,,,,,,female,2003,peace,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",,,
Sir Chandrasekhara Venkata Raman,1888-11-07,1970-11-21,India,India,Tiruchirappalli,Tiruchirappalli,"Tiruchirappalli, India",78.7046725,10.7904833,"10.7904833, 78.7046725",India,India,Bangalore,Bangalore,"Bangalore, India",77.5945627,12.9715987,"12.9715987, 77.5945627",male,1930,physics,"""for his work on the scattering of light and for the discovery of the effect named after him""",Calcutta University,Calcutta,India
Ronald Ross,1857-05-13,1932-09-16,India,India,Almora,Almora,"Almora, India",79.646666,29.5892407,"29.5892407, 79.646666",United Kingdom,United Kingdom,Putney Heath,Putney Heath,"Putney Heath, United Kingdom",-0.22953,51.4524913,"51.4524913, -0.22953",male,1902,medicine,"""for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",University College,Liverpool,United Kingdom
Har Gobind Khorana,1922-01-09,2011-11-09,India,India,Raipur,Raipur,"Raipur, India",81.6296413,21.2513844,"21.2513844, 81.6296413",USA,USA,"Concord, MA","Concord, MA","Concord, MA, USA",-71.3489484,42.4603719,"42.4603719, -71.3489484",male,1968,medicine,"""for their interpretation of the genetic code and its function in protein synthesis""",University of Wisconsin,"Madison, WI",USA
Rabindranath Tagore,1861-05-07,1941-08-07,India,India,Calcutta,Calcutta,"Calcutta, India",88.363895,22.572646,"22.572646, 88.363895",India,India,Calcutta,Calcutta,"Calcutta, India",88.363895,22.572646,"22.572646, 88.363895",male,1913,literature,"""because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West""",,,
Amartya Sen,1933-11-03,0000-00-00,India,India,Santiniketan,Santiniketan,"Santiniketan, India",87.6852323,23.6776471,"23.6776471, 87.6852323",,,,,,,,,male,1998,economics,"""for his contributions to welfare economics""",Trinity College,Cambridge,United Kingdom
Venkatraman Ramakrishnan,0000-00-00,0000-00-00,India,India,"Chidambaram, Tamil Nadu","Chidambaram, Tamil Nadu","Chidambaram, Tamil Nadu, India",79.6953594,11.3981936,"11.3981936, 79.6953594",,,,,,,,,male,2009,chemistry,"""for studies of the structure and function of the ribosome""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
Kailash Satyarthi,1954-01-11,0000-00-00,India,India,Vidisha,Vidisha,"Vidisha, India",77.8081363,23.5251102,"23.5251102, 77.8081363",,,,,,,,,male,2014,peace,"""for their struggle against the suppression of children and young people and for the right of all children to education""",,,
Halldór Kiljan Laxness,1902-04-23,1998-02-08,Iceland,Iceland,Reykjavik,Reykjavik,"Reykjavik, Iceland",-21.8174392,64.1265206,"64.1265206, -21.8174392",Iceland,Iceland,Reykjavik,Reykjavik,"Reykjavik, Iceland",-21.8174392,64.1265206,"64.1265206, -21.8174392",male,1955,literature,"""for his vivid epic power which has renewed the great narrative art of Iceland""",,,
Dennis Gabor,1900-06-05,1979-02-08,Hungary,Hungary,Budapest,Budapest,"Budapest, Hungary",19.040235,47.497912,"47.497912, 19.040235",United Kingdom,United Kingdom,London,London,"London, United Kingdom",-0.1277583,51.5073509,"51.5073509, -0.1277583",male,1971,physics,"""for his invention and development of the holographic method""",Imperial College,London,United Kingdom
George A. Olah,1927-05-22,2017-03-08,Hungary,Hungary,Budapest,Budapest,"Budapest, Hungary",19.040235,47.497912,"47.497912, 19.040235",USA,USA,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA, USA",-118.2436849,34.0522342,"34.0522342, -118.2436849",male,1994,chemistry,"""for his contribution to carbocation chemistry""",University of Southern California,"Los Angeles, CA",USA
Georg von Békésy,1899-06-03,1972-06-13,Hungary,Hungary,Budapest,Budapest,"Budapest, Hungary",19.040235,47.497912,"47.497912, 19.040235",USA,USA,"Honolulu, HI","Honolulu, HI","Honolulu, HI, USA",-157.8583333,21.3069444,"21.3069444, -157.8583333",male,1961,medicine,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",Harvard University,"Cambridge, MA",USA
John C. Harsanyi,1920-05-29,2000-08-09,Hungary,Hungary,Budapest,Budapest,"Budapest, Hungary",19.040235,47.497912,"47.497912, 19.040235",USA,USA,"Berkeley, CA","Berkeley, CA","Berkeley, CA, USA",-122.272747,37.8715926,"37.8715926, -122.272747",male,1994,economics,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",University of California,"Berkeley, CA",USA
Imre Kertész,1929-11-09,2016-03-31,Hungary,Hungary,Budapest,Budapest,"Budapest, Hungary",19.040235,47.497912,"47.497912, 19.040235",Hungary,Hungary,Budapest,Budapest,"Budapest, Hungary",19.040235,47.497912,"47.497912, 19.040235",male,2002,literature,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",,,
Avram Hershko,1937-12-31,0000-00-00,Hungary,Hungary,Karcag,Karcag,"Karcag, Hungary",20.9196518,47.3148629,"47.3148629, 20.9196518",,,,,,,,,male,2004,chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",Technion - Israel Institute of Technology,Haifa,Israel
Rigoberta Menchú Tum,1959-01-09,0000-00-00,Guatemala,Guatemala,Aldea Chimel,Aldea Chimel,"Aldea Chimel, Guatemala",,,,,,,,,,,,female,1992,peace,"""in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",,,
Miguel Angel Asturias,1899-10-19,1974-06-09,Guatemala,Guatemala,Guatemala City,Guatemala City,"Guatemala City, Guatemala",-90.5068824,14.6349149,"14.6349149, -90.5068824",Spain,Spain,Madrid,Madrid,"Madrid, Spain",-3.7037902,40.4167754,"40.4167754, -3.7037902",male,1967,literature,"""for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America""",,,
Saint-John Perse,1887-05-31,1975-09-20,Guadeloupe Island,Guadeloupe Island,Pointe-à-Pitre,Pointe-à-Pitre,"Pointe-à-Pitre, Guadeloupe Island",-61.5340424,16.2376869,"16.2376869, -61.5340424",France,France,Presqu'île-de-Giens,Presqu'île-de-Giens,"Presqu'île-de-Giens, France",6.137041,43.038034,"43.038034, 6.137041",male,1960,literature,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",,,
Albert Einstein,1879-03-14,1955-04-18,Germany,Germany,Ulm,Ulm,"Ulm, Germany",9.9876076,48.4010822,"48.4010822, 9.9876076",USA,USA,"Princeton, NJ","Princeton, NJ","Princeton, NJ, USA",-74.6672226,40.3572976,"40.3572976, -74.6672226",male,1921,physics,"""for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect""",Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany
Gustav Ludwig Hertz,1887-07-22,1975-10-30,Germany,Germany,Hamburg,Hamburg,"Hamburg, Germany",9.9936819,53.5510846,"53.5510846, 9.9936819",East Germany,East Germany,Berlin,Berlin,"Berlin, East Germany",13.404954,52.5200066,"52.5200066, 13.404954",male,1925,physics,"""for their discovery of the laws governing the impact of an electron upon an atom""",Halle University,Halle,Germany
Polykarp Kusch,1911-01-26,1993-03-20,Germany,Germany,Blankenburg,Blankenburg,"Blankenburg, Germany",10.9773091,51.8164261,"51.8164261, 10.9773091",USA,USA,"Dallas, TX","Dallas, TX","Dallas, TX, USA",-96.7969879,32.7766642,"32.7766642, -96.7969879",male,1955,physics,"""for his precision determination of the magnetic moment of the electron""",Columbia University,"New York, NY",USA
Rudolf Ludwig Mössbauer,1929-01-31,2011-09-14,Germany,Germany,Munich,Munich,"Munich, Germany",11.5819805,48.1351253,"48.1351253, 11.5819805",,,,,,,,,male,1961,physics,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",Technical University,Munich,Federal Republic of Germany
Rudolf Ludwig Mössbauer,1929-01-31,2011-09-14,Germany,Germany,Munich,Munich,"Munich, Germany",11.5819805,48.1351253,"48.1351253, 11.5819805",,,,,,,,,male,1961,physics,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",California Institute of Technology (Caltech),"Pasadena, CA",USA
Arno Allan Penzias,1933-04-26,0000-00-00,Germany,Germany,Munich,Munich,"Munich, Germany",11.5819805,48.1351253,"48.1351253, 11.5819805",,,,,,,,,male,1978,physics,"""for their discovery of cosmic microwave background radiation""",Bell Laboratories,"Holmdel, NJ",USA
Ernst Ruska,1906-12-25,1988-05-27,Germany,Germany,Heidelberg,Heidelberg,"Heidelberg, Germany",8.6724335,49.3987524,"49.3987524, 8.6724335",Germany,Germany,West Berlin,West Berlin,"West Berlin, Germany",13.404954,52.5200066,"52.5200066, 13.404954",male,1986,physics,"""for his fundamental work in electron optics, and for the design of the first electron microscope""",Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Federal Republic of Germany
Jack Steinberger,1921-05-25,0000-00-00,Germany,Germany,Bad Kissingen,Bad Kissingen,"Bad Kissingen, Germany",10.080392,50.2007337,"50.2007337, 10.080392",,,,,,,,,male,1988,physics,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",CERN,Geneva,Switzerland
Wolfgang Paul,1913-08-10,1993-12-07,Germany,Germany,Lorenzkirch,Lorenzkirch,"Lorenzkirch, Germany",13.243844,51.3560031,"51.3560031, 13.243844",Germany,Germany,Bonn,Bonn,"Bonn, Germany",7.0982068,50.73743,"50.73743, 7.0982068",male,1989,physics,"""for the development of the ion trap technique""",University of Bonn,Bonn,Federal Republic of Germany
Richard Martin Willstätter,1872-08-13,1942-08-03,Germany,Germany,Karlsruhe,Karlsruhe,"Karlsruhe, Germany",8.4036527,49.0068901,"49.0068901, 8.4036527",Switzerland,Switzerland,Locarno,Locarno,"Locarno, Switzerland",8.7942643,46.1669988,"46.1669988, 8.7942643",male,1915,chemistry,"""for his researches on plant pigments, especially chlorophyll""",Munich University,Munich,Germany
Hans Karl August Simon von Euler-Chelpin,1873-02-15,1964-11-06,Germany,Germany,Augsburg,Augsburg,"Augsburg, Germany",10.89779,48.3705449,"48.3705449, 10.89779",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1929,chemistry,"""for their investigations on the fermentation of sugar and fermentative enzymes""",Stockholm University,Stockholm,Sweden
Hans Fischer,1881-07-27,1945-03-31,Germany,Germany,Hoechst,Hoechst,"Hoechst, Germany",8.5474571,50.102482,"50.102482, 8.5474571",Germany,Germany,Munich,Munich,"Munich, Germany",11.5819805,48.1351253,"48.1351253, 11.5819805",male,1930,chemistry,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",Technische Hochschule (Institute of Technology),Munich,Germany
Carl Bosch,1874-08-27,1940-04-26,Germany,Germany,Cologne,Cologne,"Cologne, Germany",6.9602786,50.937531,"50.937531, 6.9602786",Germany,Germany,Heidelberg,Heidelberg,"Heidelberg, Germany",8.6724335,49.3987524,"49.3987524, 8.6724335",male,1931,chemistry,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",University of Heidelberg,Heidelberg,Germany
Carl Bosch,1874-08-27,1940-04-26,Germany,Germany,Cologne,Cologne,"Cologne, Germany",6.9602786,50.937531,"50.937531, 6.9602786",Germany,Germany,Heidelberg,Heidelberg,"Heidelberg, Germany",8.6724335,49.3987524,"49.3987524, 8.6724335",male,1931,chemistry,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",I.G. Farbenindustrie A.G.,Heidelberg,Germany
Adolf Friedrich Johann Butenandt,1903-03-24,1995-01-18,Germany,Germany,Bremerhaven-Lehe,Bremerhaven-Lehe,"Bremerhaven-Lehe, Germany",8.5985456,53.5745837,"53.5745837, 8.5985456",Germany,Germany,Munich,Munich,"Munich, Germany",11.5819805,48.1351253,"48.1351253, 11.5819805",male,1939,chemistry,"""for his work on sex hormones""",Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie,Berlin-Dahlem,Germany
Adolf Friedrich Johann Butenandt,1903-03-24,1995-01-18,Germany,Germany,Bremerhaven-Lehe,Bremerhaven-Lehe,"Bremerhaven-Lehe, Germany",8.5985456,53.5745837,"53.5745837, 8.5985456",Germany,Germany,Munich,Munich,"Munich, Germany",11.5819805,48.1351253,"48.1351253, 11.5819805",male,1939,chemistry,"""for his work on sex hormones""",Berlin University,Berlin,Germany
Manfred Eigen,1927-05-09,0000-00-00,Germany,Germany,Bochum,Bochum,"Bochum, Germany",7.2162363,51.4818445,"51.4818445, 7.2162363",,,,,,,,,male,1967,chemistry,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",Max-Planck-Institut für Physikalische Chemie,Göttingen,Federal Republic of Germany
