story,lowercase,pos,count
13: A Dark Night,hear,VB,1
13: A Dark Night,heard,VBD,4
13: A Dark Night,heard,VBN,1
13: A Dark Night,heart,NN,3
13: A Dark Night,hearth,NN,1
13: A Dark Night,heaven,NN,1
13: A Dark Night,heavy,JJ,1
13: A Dark Night,heavy,NN,1
13: A Dark Night,held,VBD,1
13: A Dark Night,help,NN,1
13: A Dark Night,helped,VBD,1
13: A Dark Night,henry,NNP,10
13: A Dark Night,hens,NNS,1
13: A Dark Night,her,PRP,9
13: A Dark Night,her,PRP$,64
13: A Dark Night,her.jiag.and,JJ,1
13: A Dark Night,here,RB,10
13: A Dark Night,herself,PRP,3
13: A Dark Night,hill,NN,1
13: A Dark Night,him,PRP,12
13: A Dark Night,his,PRP$,15
13: A Dark Night,hisself,RB,1
13: A Dark Night,hit,VBD,1
13: A Dark Night,holding,VBG,1
13: A Dark Night,hole,NN,2
13: A Dark Night,holy,NNP,1
13: A Dark Night,home,NN,5
13: A Dark Night,hope,VBP,1
13: A Dark Night,hopped,VBN,1
13: A Dark Night,hour,NN,1
13: A Dark Night,house,NN,3
13: A Dark Night,how,WRB,11
13: A Dark Night,however,RB,1
13: A Dark Night,huge,JJ,2
13: A Dark Night,hugged,VBD,1
13: A Dark Night,huh,RB,2
13: A Dark Night,human,JJ,1
13: A Dark Night,hurt,NN,1
13: A Dark Night,husband,NN,1
13: A Dark Night,i,NN,1
13: A Dark Night,i,PRP,87
13: A Dark Night,ida,NNP,1
13: A Dark Night,if,IN,12
13: A Dark Night,ignoring,VBG,1
13: A Dark Night,importance,NN,1
13: A Dark Night,in,IN,67
13: A Dark Night,incantation,NN,1
13: A Dark Night,inch,NN,1
13: A Dark Night,inside,IN,1
13: A Dark Night,inside,RB,1
13: A Dark Night,insistence,NN,1
13: A Dark Night,instead,RB,1
13: A Dark Night,intensity,NN,1
13: A Dark Night,intently,RB,1
13: A Dark Night,into,IN,13
13: A Dark Night,is,VBZ,9
13: A Dark Night,island,NNP,1
13: A Dark Night,it,PRP,75
13: A Dark Night,itinerant,JJ,1
13: A Dark Night,its,PRP$,3
13: A Dark Night,itself,PRP,1
13: A Dark Night,jackleg,NN,2
13: A Dark Night,jackleg,NNP,1
13: A Dark Night,jerked,VBD,2
13: A Dark Night,jesus,NNP,2
13: A Dark Night,joe,NNP,8
13: A Dark Night,john,NNP,10
13: A Dark Night,joke,NN,1
13: A Dark Night,joked,VBD,1
13: A Dark Night,joseph,NNP,1
13: A Dark Night,jumped,VBD,2
13: A Dark Night,just,RB,19
13: A Dark Night,keep,VB,3
13: A Dark Night,keepin,JJ,6
13: A Dark Night,keeping,VBG,1
13: A Dark Night,keeps,VBZ,1
13: A Dark Night,kept,VBD,4
13: A Dark Night,key,NN,2
13: A Dark Night,kids,NNS,2
13: A Dark Night,kind,NN,1
13: A Dark Night,kinda,NN,3
13: A Dark Night,kinda,VBP,1
13: A Dark Night,kinds,NNS,1
13: A Dark Night,kitchen,NN,3
13: A Dark Night,knee,NN,1
13: A Dark Night,knees,NNS,1
13: A Dark Night,knew,VBD,4
13: A Dark Night,knitting,VBG,1
13: A Dark Night,knocked,VBD,3
13: A Dark Night,knockin,NN,2
13: A Dark Night,know,VB,4
13: A Dark Night,know,VBP,4
13: A Dark Night,knowed,VBD,5
13: A Dark Night,knowingly,RB,2
13: A Dark Night,laid,VBD,1
13: A Dark Night,lamp,NN,2
13: A Dark Night,lani,NNP,3
13: A Dark Night,lap,NN,3
13: A Dark Night,large,JJ,1
13: A Dark Night,last,JJ,2
13: A Dark Night,last,VB,1
13: A Dark Night,late,JJ,1
13: A Dark Night,lately,RB,1
13: A Dark Night,later,RB,1
13: A Dark Night,laughed,VBD,1
13: A Dark Night,laughin,NN,1
13: A Dark Night,leaned,VBD,3
13: A Dark Night,leanin,NN,1
13: A Dark Night,leaning,NNP,1
13: A Dark Night,learn,VBP,1
13: A Dark Night,leave,VB,2
13: A Dark Night,led,VBD,3
13: A Dark Night,left,NN,1
13: A Dark Night,leg,NN,1
13: A Dark Night,legs,NNS,1
13: A Dark Night,leisurely,JJ,1
13: A Dark Night,les,NNP,2
13: A Dark Night,less,JJR,1
13: A Dark Night,let,VB,2
13: A Dark Night,life,NN,3
13: A Dark Night,light,JJ,1
13: A Dark Night,light,NN,3
13: A Dark Night,lightened,VBD,1
13: A Dark Night,lightly,RB,2
13: A Dark Night,lightnin,NN,3
13: A Dark Night,lightnin,NNP,1
13: A Dark Night,lightning,NN,7
13: A Dark Night,lights,NNS,1
13: A Dark Night,like,IN,15
13: A Dark Night,line,NN,5
13: A Dark Night,lines,NNS,1
13: A Dark Night,lint,NN,1
13: A Dark Night,listened,VBD,1
13: A Dark Night,lit,VBD,1
13: A Dark Night,lit,VBN,2
13: A Dark Night,little,JJ,7
13: A Dark Night,little,RB,1
13: A Dark Night,lived,VBD,1
13: A Dark Night,lock,VB,1
13: A Dark Night,locking,VBG,1
13: A Dark Night,log,NN,1
13: A Dark Night,lonesome,JJ,1
13: A Dark Night,long,JJ,7
13: A Dark Night,long,RB,6
13: A Dark Night,longer,JJR,1
13: A Dark Night,look,VB,6
13: A Dark Night,look,VBP,1
13: A Dark Night,looked,VBD,13
13: A Dark Night,looked,VBN,1
13: A Dark Night,lookin,FW,1
13: A Dark Night,lookin,VBG,3
13: A Dark Night,looking,VBG,2
13: A Dark Night,loose,RB,1
13: A Dark Night,lord,NNP,6
13: A Dark Night,lot,NN,2
13: A Dark Night,lotta,JJ,1
13: A Dark Night,lowered,VBD,1
13: A Dark Night,lucky,JJ,1
13: A Dark Night,made,VBD,3
13: A Dark Night,made,VBN,3
13: A Dark Night,make,VB,8
13: A Dark Night,makin,NNP,1
13: A Dark Night,making,VBG,2
13: A Dark Night,man,NN,4
13: A Dark Night,mantlepiece,NN,1
13: A Dark Night,many,JJ,1
13: A Dark Night,master,NN,1
13: A Dark Night,maybe,RB,1
13: A Dark Night,me,PRP,22
13: A Dark Night,mean,VB,1
13: A Dark Night,means,VBZ,1
13: A Dark Night,meetin,NN,1
13: A Dark Night,meeting,NN,1
13: A Dark Night,member,NN,3
13: A Dark Night,memory,NN,2
13: A Dark Night,mentioning,VBG,1
13: A Dark Night,middle,NN,1
13: A Dark Night,might,MD,3
13: A Dark Night,mind,NN,2
13: A Dark Night,minds,NNS,1
13: A Dark Night,mine,NN,1
13: A Dark Night,minutes,NNS,1
13: A Dark Night,miss,NNP,2
13: A Dark Night,mista,NNP,2
13: A Dark Night,moderate,VB,1
13: A Dark Night,moment,NN,2
13: A Dark Night,moments,NNS,2
13: A Dark Night,money,NN,2
13: A Dark Night,monoto,SYM,1
13: A Dark Night,month,NN,1
13: A Dark Night,moons,NNS,1
13: A Dark Night,more,JJR,7
13: A Dark Night,more,RBR,3
13: A Dark Night,morning,NN,1
13: A Dark Night,mostly,RB,1
13: A Dark Night,mother,NN,5
13: A Dark Night,motions,NNS,1
13: A Dark Night,mount,VB,1
13: A Dark Night,mouse,NN,1
13: A Dark Night,mouth,NN,3
13: A Dark Night,move,NN,1
13: A Dark Night,move,VB,1
13: A Dark Night,moved,VBD,5
13: A Dark Night,moved,VBN,1
13: A Dark Night,movements,NNS,1
13: A Dark Night,mrs.,NNP,35
13: A Dark Night,much,JJ,4
13: A Dark Night,much,RB,2
13: A Dark Night,mud,NN,1
13: A Dark Night,mumble,NN,1
13: A Dark Night,mumbled,VBD,1
13: A Dark Night,musta,VBP,1
13: A Dark Night,my,PRP$,35
13: A Dark Night,myself,PRP,5
13: A Dark Night,mysterious,JJ,1
13: A Dark Night,n't,RB,32
13: A Dark Night,na,TO,4
13: A Dark Night,name,NN,1
13: A Dark Night,near,IN,1
13: A Dark Night,nearest,IN,1
13: A Dark Night,nearly,RB,1
13: A Dark Night,neck,NN,1
13: A Dark Night,need,NN,1
13: A Dark Night,needle,NN,1
13: A Dark Night,never,RB,9
13: A Dark Night,new,JJ,1
13: A Dark Night,next,JJ,2
13: A Dark Night,night,NN,10
13: A Dark Night,nightgown,NN,1
13: A Dark Night,nights,NNS,1
13: A Dark Night,ninety-one,CD,1
13: A Dark Night,no,DT,12
13: A Dark Night,no,RB,1
13: A Dark Night,nobody,NN,1
13: A Dark Night,nodded,VBD,2
13: A Dark Night,nods,VBZ,1
13: A Dark Night,normal,JJ,1
13: A Dark Night,northwest,NNP,1
13: A Dark Night,nose,NN,1
13: A Dark Night,not,RB,16
13: A Dark Night,note,NN,1
13: A Dark Night,nothin,NN,2
13: A Dark Night,nothing,NN,3
13: A Dark Night,nous,JJ,1
13: A Dark Night,now,RB,7
13: A Dark Night,nuisance,NN,1
13: A Dark Night,ob,NN,1
13: A Dark Night,obviously,RB,1
13: A Dark Night,of,IN,66
13: A Dark Night,off,IN,3
13: A Dark Night,off,RP,3
13: A Dark Night,oh,UH,6
13: A Dark Night,old,JJ,2
13: A Dark Night,on,IN,22
13: A Dark Night,on,RB,1
13: A Dark Night,once,RB,5
13: A Dark Night,one,CD,22
13: A Dark Night,one,NN,1
13: A Dark Night,only,JJ,1
13: A Dark Night,only,RB,4
13: A Dark Night,open,JJ,4
13: A Dark Night,opened,VBD,2
13: A Dark Night,or,CC,11
13: A Dark Night,other,JJ,8
13: A Dark Night,others,NNS,2
13: A Dark Night,our,PRP$,1
13: A Dark Night,out,IN,8
13: A Dark Night,out,RB,3
13: A Dark Night,out,RP,9
13: A Dark Night,outside,IN,1
13: A Dark Night,outside,JJ,1
13: A Dark Night,outstretched,JJ,1
13: A Dark Night,over,IN,11
13: A Dark Night,overcome,VBN,1
13: A Dark Night,own,JJ,3
13: A Dark Night,pain,NN,1
13: A Dark Night,pains,NNS,1
13: A Dark Night,particularly,RB,1
13: A Dark Night,passel,NN,1
13: A Dark Night,passin,NN,2
13: A Dark Night,past,IN,1
13: A Dark Night,past,JJ,1
13: A Dark Night,patch,NN,1
13: A Dark Night,path,NN,1
13: A Dark Night,patting,VBG,1
13: A Dark Night,pause,NN,2
13: A Dark Night,pennies,NNS,1
13: A Dark Night,people,NNS,4
13: A Dark Night,perched,VBD,1
13: A Dark Night,perhaps,RB,1
13: A Dark Night,permanently,RB,1
13: A Dark Night,person,NN,1
13: A Dark Night,personally,RB,1
13: A Dark Night,pick,VB,2
13: A Dark Night,picked,VBD,3
13: A Dark Night,piece,NN,1
13: A Dark Night,pieces,NNS,1
13: A Dark Night,piled,VBD,1
13: A Dark Night,pipe,NN,2
13: A Dark Night,pity,NN,1
13: A Dark Night,place,NN,2
13: A Dark Night,placed,VBD,2
13: A Dark Night,plaits,NNS,2
13: A Dark Night,plan,VB,1
13: A Dark Night,plastic,NN,1
13: A Dark Night,play,VB,1
13: A Dark Night,please,UH,2
13: A Dark Night,please,VB,1
13: A Dark Night,pleasure,NN,1
13: A Dark Night,pocketbook,NN,1
13: A Dark Night,point,NN,1
13: A Dark Night,pointed,JJ,2
13: A Dark Night,polka-dotted,JJ,1
13: A Dark Night,porch,NN,1
13: A Dark Night,possibly,RB,1
13: A Dark Night,pounded,VBD,1
13: A Dark Night,pounding,VBG,1
13: A Dark Night,pounds,NNS,2
13: A Dark Night,practiced,VBN,1
13: A Dark Night,pray,VB,2
13: A Dark Night,prayed,VBD,1
13: A Dark Night,prayer,NN,3
13: A Dark Night,prayers,NNS,1
13: A Dark Night,prayin,NN,1
13: A Dark Night,preacher,NN,3
13: A Dark Night,premises,NNS,1
13: A Dark Night,prepared,VBN,1
13: A Dark Night,produce,VB,1
13: A Dark Night,proud,JJ,1
13: A Dark Night,provided,VBD,2
13: A Dark Night,pulled,VBD,1
13: A Dark Night,pulled,VBN,1
13: A Dark Night,punch,VB,1
13: A Dark Night,puppet,NN,1
13: A Dark Night,pushed,VBD,1
13: A Dark Night,put,VB,2
13: A Dark Night,put,VBD,6
13: A Dark Night,put,VBN,1
13: A Dark Night,put,VBP,1
13: A Dark Night,questions,NNS,1
13: A Dark Night,quick,JJ,1
13: A Dark Night,quickest,JJS,1
13: A Dark Night,quiet,JJ,5
13: A Dark Night,quietly,RB,1
13: A Dark Night,radio,NN,1
13: A Dark Night,rain,NN,9
13: A Dark Night,raindrops,NNS,3
13: A Dark Night,rainin,JJ,1
13: A Dark Night,rainin,NN,1
13: A Dark Night,raised,VBD,1
13: A Dark Night,raised,VBN,1
13: A Dark Night,ran,VBD,2
13: A Dark Night,rang,VBD,1
13: A Dark Night,ray,NNP,5
13: A Dark Night,reaching,VBG,1
13: A Dark Night,ready,JJ,1
13: A Dark Night,reaffirm,VB,1
13: A Dark Night,real,JJ,5
13: A Dark Night,really,RB,1
13: A Dark Night,reassured,VBD,1
13: A Dark Night,remedies,NNS,1
13: A Dark Night,remember,VB,1
13: A Dark Night,remember,VBP,1
13: A Dark Night,remind,VB,1
13: A Dark Night,reminds,VBZ,1
13: A Dark Night,rent,VB,1
13: A Dark Night,repeat,VB,1
13: A Dark Night,repeated,VBD,1
13: A Dark Night,resting,VBG,1
13: A Dark Night,reverend,NNP,5
13: A Dark Night,rhode,NNP,1
13: A Dark Night,right,JJ,1
13: A Dark Night,right,NN,1
13: A Dark Night,right,RB,11
13: A Dark Night,ripping,VBG,1
13: A Dark Night,ritis,NNP,1
13: A Dark Night,robe,NN,1
13: A Dark Night,rockin,VBG,3
13: A Dark Night,room,NN,14
13: A Dark Night,round,NN,1
13: A Dark Night,round,RB,1
13: A Dark Night,rubbed,VBD,1
13: A Dark Night,rubber-tipped,JJ,1
13: A Dark Night,run,VB,1
13: A Dark Night,rut,NN,1
13: A Dark Night,sad,JJ,1
13: A Dark Night,said,VBD,47
13: A Dark Night,said,VBN,2
13: A Dark Night,same,JJ,2
13: A Dark Night,sandwiches,NNS,1
13: A Dark Night,sat,VBD,2
13: A Dark Night,saved,VBN,2
13: A Dark Night,saw,VBD,5
13: A Dark Night,sawyer,NNP,4
13: A Dark Night,say,VB,8
13: A Dark Night,sayin,NN,2
13: A Dark Night,sayin,VBP,1
13: A Dark Night,saying,VBG,2
13: A Dark Night,says,VBZ,1
13: A Dark Night,scarecrow,NN,1
13: A Dark Night,scared,JJ,1
13: A Dark Night,scared,VBN,1
13: A Dark Night,scarred,VBN,1
13: A Dark Night,scratching,VBG,1
13: A Dark Night,seated,VBN,2
13: A Dark Night,seconds,NNS,2
13: A Dark Night,see,VB,7
13: A Dark Night,seein,NN,1
13: A Dark Night,seeking,VBG,1
13: A Dark Night,seeks,VBZ,1
13: A Dark Night,seemed,VBD,6
13: A Dark Night,seen,VBN,2
13: A Dark Night,set,VBD,1
13: A Dark Night,set,VBN,1
13: A Dark Night,settled,VBD,1
13: A Dark Night,seventeen,CD,1
13: A Dark Night,several,JJ,3
13: A Dark Night,sewin,NNP,1
13: A Dark Night,share,NN,1
13: A Dark Night,she,PRP,64
13: A Dark Night,shifted,VBD,1
13: A Dark Night,shimmered,VBD,1
13: A Dark Night,shirt,NN,1
13: A Dark Night,should,MD,1
13: A Dark Night,show,NN,1
13: A Dark Night,shut,VBD,1
13: A Dark Night,shut,VBN,1
13: A Dark Night,shutting,VBG,1
13: A Dark Night,side,NN,1
13: A Dark Night,sigh,NN,1
13: A Dark Night,sighed,VBD,1
13: A Dark Night,silence,NN,1
13: A Dark Night,silent,JJ,2
13: A Dark Night,silklike,JJ,1
13: A Dark Night,since,IN,4
13: A Dark Night,sink,NN,1
13: A Dark Night,sir,NNP,1
13: A Dark Night,sister,NN,2
13: A Dark Night,sisters,NNS,3
13: A Dark Night,sit,VB,1
13: A Dark Night,sittin,NN,9
13: A Dark Night,sitting,VBG,2
13: A Dark Night,sixteen,CD,1
13: A Dark Night,sleepin,VBP,1
13: A Dark Night,sleeping,VBG,1
13: A Dark Night,slices,NNS,1
13: A Dark Night,slowly,RB,1
13: A Dark Night,small,JJ,4
13: A Dark Night,smelled,VBN,2
13: A Dark Night,smells,VBZ,2
13: A Dark Night,smile,NN,2
13: A Dark Night,smiled,VBD,1
13: A Dark Night,smiled,VBN,1
13: A Dark Night,snug,JJ,1
13: A Dark Night,so,IN,2
13: A Dark Night,so,RB,14
13: A Dark Night,soaked,VBN,1
13: A Dark Night,soft,JJ,3
13: A Dark Night,some,DT,9
13: A Dark Night,some,RB,1
13: A Dark Night,somebody,NN,3
13: A Dark Night,someone,NN,1
13: A Dark Night,somethin,NN,4
13: A Dark Night,somethin,NNP,1
13: A Dark Night,something,NN,1
13: A Dark Night,sometimes,RB,2
13: A Dark Night,somewhere,RB,1
13: A Dark Night,soon,RB,1
13: A Dark Night,soul,NN,2
13: A Dark Night,sound,NN,2
13: A Dark Night,sound,VB,1
13: A Dark Night,soundlessly,RB,2
13: A Dark Night,specially,RB,1
13: A Dark Night,spected,VBD,1
13: A Dark Night,spoke,VBD,5
13: A Dark Night,sprang,VBD,1
13: A Dark Night,spread,VB,1
13: A Dark Night,spread,VBD,1
13: A Dark Night,spring,NN,1
13: A Dark Night,squeaky,RB,1
13: A Dark Night,stalk,NN,3
13: A Dark Night,standin,VBG,1
13: A Dark Night,standin,VBP,1
13: A Dark Night,standing,NN,1
13: A Dark Night,standing,VBG,2
13: A Dark Night,stared,VBD,1
13: A Dark Night,starin,NN,1
13: A Dark Night,start,VB,1
13: A Dark Night,started,VBD,3
13: A Dark Night,stayed,VBD,1
13: A Dark Night,steady,JJ,1
13: A Dark Night,steps,NNS,3
13: A Dark Night,stickin,NN,2
13: A Dark Night,stickin,VBG,1
13: A Dark Night,still,RB,4
13: A Dark Night,stomach,NN,1
13: A Dark Night,stood,VBD,1
13: A Dark Night,stood,VBN,1
13: A Dark Night,stopped,VBD,1
13: A Dark Night,stopped,VBN,2
13: A Dark Night,stories,NNS,1
13: A Dark Night,storm,NN,5
13: A Dark Night,story,NN,2
13: A Dark Night,straightest,JJS,1
13: A Dark Night,strange,JJ,1
13: A Dark Night,stroke,NN,1
13: A Dark Night,struck,VBN,2
13: A Dark Night,stuck,VBD,1
13: A Dark Night,stupid,JJ,1
13: A Dark Night,such,JJ,3
13: A Dark Night,sudden,JJ,1
13: A Dark Night,suddenly,RB,1
13: A Dark Night,suffer,VB,1
13: A Dark Night,summer,NN,3
13: A Dark Night,support,NN,1
13: A Dark Night,supposed,VBN,2
13: A Dark Night,sure,JJ,1
13: A Dark Night,surprise,NN,1
13: A Dark Night,surprised,JJ,2
13: A Dark Night,surprised,VBN,1
13: A Dark Night,swayed,VBN,1
13: A Dark Night,swept,VBD,1
13: A Dark Night,swung,VBD,1
13: A Dark Night,sympathetic,JJ,1
13: A Dark Night,table,NN,8
13: A Dark Night,take,VB,3
13: A Dark Night,takin,VBG,1
13: A Dark Night,taking,VBG,1
13: A Dark Night,talk,VB,1
13: A Dark Night,talkin,NN,1
13: A Dark Night,talkin,VBG,1
13: A Dark Night,talking,VBG,1
13: A Dark Night,tall,JJ,1
13: A Dark Night,tapping,VBG,1
13: A Dark Night,task,NN,1
13: A Dark Night,teeth,NNS,1
13: A Dark Night,telephone,NN,1
13: A Dark Night,television,NN,1
13: A Dark Night,tell,VB,6
13: A Dark Night,tellin,NN,1
13: A Dark Night,tellings,NNS,1
13: A Dark Night,tent,NN,3
13: A Dark Night,than,IN,7
13: A Dark Night,thank,VB,2
13: A Dark Night,thas,IN,1
13: A Dark Night,thas,VBZ,1
13: A Dark Night,that,DT,26
13: A Dark Night,that,IN,27
13: A Dark Night,that,WDT,11
13: A Dark Night,the,DT,260
13: A Dark Night,their,PRP$,8
13: A Dark Night,them,PRP,8
13: A Dark Night,themselves,PRP,1
13: A Dark Night,then,RB,18
13: A Dark Night,there,EX,19
13: A Dark Night,there,RB,10
13: A Dark Night,these,DT,2
13: A Dark Night,they,PRP,32
13: A Dark Night,thing,NN,9
13: A Dark Night,things,NNS,2
13: A Dark Night,think,VB,2
13: A Dark Night,think,VBP,2
13: A Dark Night,thinkin,VBG,3
13: A Dark Night,thinking,VBG,1
13: A Dark Night,thirty,CD,3
13: A Dark Night,this,DT,21
13: A Dark Night,those,DT,2
13: A Dark Night,thought,VBD,7
13: A Dark Night,thought,VBN,1
13: A Dark Night,thousand,CD,1
13: A Dark Night,thread,NN,1
13: A Dark Night,three,CD,4
13: A Dark Night,threshold,NN,1
13: A Dark Night,threw,VBD,2
13: A Dark Night,through,IN,5
13: A Dark Night,throw,VB,1
13: A Dark Night,thunder,NN,12
13: A Dark Night,thunderclaps,NNS,1
13: A Dark Night,thundered,VBD,1
13: A Dark Night,time,NN,10
13: A Dark Night,times,NNS,1
13: A Dark Night,tiny,JJ,1
13: A Dark Night,tipped,VBD,1
13: A Dark Night,to,TO,102
13: A Dark Night,together,RB,2
13: A Dark Night,toilet,NN,1
13: A Dark Night,told,VBD,10
13: A Dark Night,told,VBN,1
13: A Dark Night,tomorrow,NN,1
13: A Dark Night,too,RB,7
13: A Dark Night,took,VBD,8
13: A Dark Night,touch,NN,1
13: A Dark Night,touched,VBD,3
13: A Dark Night,toward,IN,3
13: A Dark Night,tracks,VBZ,1
13: A Dark Night,treated,VBN,1
13: A Dark Night,tried,VBD,1
13: A Dark Night,trouble,NN,1
13: A Dark Night,try,VB,1
13: A Dark Night,tryin,VBN,1
13: A Dark Night,tsk,NN,3
13: A Dark Night,turn,VB,1
13: A Dark Night,turned,VBD,4
13: A Dark Night,turning,VBG,1
13: A Dark Night,turns,NNS,1
13: A Dark Night,twice,RB,1
13: A Dark Night,twitch,VB,1
13: A Dark Night,two,CD,7
13: A Dark Night,uncle,NN,7
13: A Dark Night,uncle,NNP,7
13: A Dark Night,under,IN,4
13: A Dark Night,unlocked,VBD,1
13: A Dark Night,unnoticed,JJ,1
13: A Dark Night,until,IN,5
13: A Dark Night,up,IN,1
13: A Dark Night,up,RB,8
13: A Dark Night,up,RP,14
13: A Dark Night,us,PRP,14
13: A Dark Night,use,VBP,1
13: A Dark Night,usually,RB,1
13: A Dark Night,utter,JJ,1
13: A Dark Night,varied,JJ,1
13: A Dark Night,verge,NN,1
13: A Dark Night,very,RB,1
13: A Dark Night,viciousness,NN,1
13: A Dark Night,violence,NN,2
13: A Dark Night,voice,NN,3
13: A Dark Night,waited,VBD,1
13: A Dark Night,waiting,VBG,1
13: A Dark Night,walk,VB,1
13: A Dark Night,walked,VBN,1
13: A Dark Night,walkin,VBG,1
13: A Dark Night,wall,NN,2
13: A Dark Night,walls,NNS,1
13: A Dark Night,wan,VB,1
13: A Dark Night,was,VBD,98
13: A Dark Night,waste,VB,1
13: A Dark Night,watched,VBD,1
13: A Dark Night,watching,VBG,1
13: A Dark Night,waving,VBG,1
13: A Dark Night,way,NN,15
13: A Dark Night,way-back-when,JJ,1
13: A Dark Night,ways,NNS,2
13: A Dark Night,we,PRP,16
13: A Dark Night,weak,JJ,1
13: A Dark Night,weather,NN,3
13: A Dark Night,weighed,VBD,1
13: A Dark Night,weighing,VBG,1
13: A Dark Night,welcome,VBP,1
13: A Dark Night,well,RB,4
13: A Dark Night,well,UH,2
13: A Dark Night,went,VBD,9
13: A Dark Night,were,VBD,11
13: A Dark Night,wet,JJ,1
13: A Dark Night,whas,JJ,1
13: A Dark Night,what,WP,14
13: A Dark Night,when,WRB,22
13: A Dark Night,where,WRB,4
13: A Dark Night,whether,IN,1
13: A Dark Night,which,WDT,3
13: A Dark Night,while,IN,1
13: A Dark Night,whispered,VBD,1
13: A Dark Night,whispers,NNS,1
13: A Dark Night,whistling,NN,1
13: A Dark Night,who,WP,9
13: A Dark Night,whole,JJ,4
13: A Dark Night,why,WRB,4
13: A Dark Night,widened,VBN,1
13: A Dark Night,wife,NN,2
13: A Dark Night,wig,NN,1
13: A Dark Night,wind,NN,4
13: A Dark Night,window,NN,4
13: A Dark Night,windowless,JJ,1
13: A Dark Night,windows,NNS,1
13: A Dark Night,wire,NN,1
13: A Dark Night,with,IN,41
13: A Dark Night,within,IN,1
13: A Dark Night,without,IN,1
13: A Dark Night,woman,NN,5
13: A Dark Night,women,NNS,10
13: A Dark Night,wood,NN,1
13: A Dark Night,word,NN,2
13: A Dark Night,words,NNS,5
13: A Dark Night,wore,VBD,2
13: A Dark Night,workin,VBG,1
13: A Dark Night,working,VBG,1
13: A Dark Night,works,VBZ,1
13: A Dark Night,world,NN,3
13: A Dark Night,would,MD,21
13: A Dark Night,woulda,VBP,2
13: A Dark Night,wrong,JJ,1
13: A Dark Night,yall,NN,3
13: A Dark Night,yall,VB,1
13: A Dark Night,yards,NNS,1
13: A Dark Night,year,NN,1
13: A Dark Night,years,NNS,2
13: A Dark Night,yelp,NN,1
13: A Dark Night,yes,UH,2
13: A Dark Night,you,PRP,33
13: A Dark Night,young,JJ,1
13: A Dark Night,youngest,JJS,1
13: A Dark Night,your,PRP$,4
14: Marie,!,0,5
14: Marie,,POS,1
14: Marie,',',95
14: Marie,d,MD,2
14: Marie,ll,MD,2
14: Marie,m,VBP,5
14: Marie,s,POS,28
14: Marie,s,VBZ,4
14: Marie,*****,UNK,1
14: Marie,",",",",345
14: Marie,-0,:,1
14: Marie,--,:,8
14: Marie,0,0,332
14: Marie,...,:,17
14: Marie,/,:,1
14: Marie,1,CD,2
14: Marie,12th,JJ,1
14: Marie,13th,NN,1
14: Marie,13th,NNP,3
14: Marie,14th,JJ,1
14: Marie,2,CD,1
14: Marie,21st,CD,1
14: Marie,3,CD,1
14: Marie,:,:,2
14: Marie,;,:,1
14: Marie,?,0,16
14: Marie,``,``,95
14: Marie,a,DT,111
14: Marie,able,JJ,2
14: Marie,about,IN,22
14: Marie,about,RB,4
14: Marie,accident,NN,1
14: Marie,accusatorially,RB,1
14: Marie,across,IN,3
14: Marie,actually,RB,1
14: Marie,addresses,NNS,1
14: Marie,administration,NNP,1
14: Marie,afraid,JJ,1
14: Marie,after,IN,16
14: Marie,afternoon,NN,2
14: Marie,again,RB,12
14: Marie,age,NN,1
14: Marie,ai,VBP,2
14: Marie,air,NN,1
14: Marie,alert,JJ,1
14: Marie,all,DT,20
14: Marie,all,PDT,3
14: Marie,all,RB,1
14: Marie,all-day,JJ,1
14: Marie,allowed,VBD,1
14: Marie,almost,RB,3
14: Marie,alone,RB,5
14: Marie,along,IN,1
14: Marie,always,RB,8
14: Marie,amount,NN,1
14: Marie,an,DT,6
14: Marie,and,CC,182
14: Marie,another,DT,8
14: Marie,anough,JJ,1
14: Marie,answer,NN,1
14: Marie,answer,VB,1
14: Marie,answered,VBD,1
14: Marie,answered,VBN,3
14: Marie,answering,VBG,1
14: Marie,any,DT,4
14: Marie,anything,NN,5
14: Marie,anyway,RB,1
14: Marie,anywhere,RB,1
14: Marie,apartment,NN,6
14: Marie,apologize,VB,1
14: Marie,apparendy,NN,1
14: Marie,appear,VBP,1
14: Marie,appeared,VBN,1
14: Marie,appointment,NN,4
14: Marie,appointments,NNS,1
14: Marie,are,VBP,2
14: Marie,area,NN,1
14: Marie,arguments,NNS,1
14: Marie,arm,NN,2
14: Marie,arms,NNS,1
14: Marie,around,IN,5
14: Marie,around,RB,1
14: Marie,around,RP,2
14: Marie,arresting,VBG,1
14: Marie,arrived,VBD,1
14: Marie,arrived,VBN,1
14: Marie,as,IN,19
14: Marie,as,RB,4
14: Marie,ask,VB,1
14: Marie,asked,VBD,10
14: Marie,asked,VBN,1
14: Marie,askin,VBG,1
14: Marie,asking,VBG,2
14: Marie,asleep,RB,1
14: Marie,assured,VBD,1
14: Marie,at,IN,37
14: Marie,ate,VBD,2
14: Marie,attention,NN,1
14: Marie,attractive,JJ,1
14: Marie,authority,NN,1
14: Marie,avoid,VB,2
14: Marie,avoided,VBN,1
14: Marie,away,RB,4
14: Marie,awe,NN,1
14: Marie,awful,JJ,1
14: Marie,back,RB,17
14: Marie,back,RP,1
14: Marie,bad,JJ,3
14: Marie,bags,NNS,1
14: Marie,baltimore,NNP,8
14: Marie,bath,NN,1
14: Marie,bathe,VB,1
14: Marie,bathrobe,NN,1
