contributor | title | genre | pages | volume | issue | date | journal title | journal subtitle | issue name | journal editor | publisher | journal location | issue length (pp) | issue height (cm) | issue width (cm)
Du Bois, W. E. B. | Opinion | articles | 5-8 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Snyder, John | The Baptists | articles | 12-14 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Simms, James | The Union of White Methodism | articles | 14-17 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Burke, John E. (Rt. Rev.) | The Negro and the Roman Catholic Church | letters | 17-22 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Dorsey, C. Marcellus | The Negro and the Roman Catholic Church | letters | 17-22 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Brown, Joseph A. S. | The Negro and the Roman Catholic Church | letters | 17-22 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Cotter, Joseph S. | Whatever Road | poetry | 22-22 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Canfield, Dorothy | An American Citizen―III-V | fiction | 23-29 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Wheeler, Laura | 'Wakened by horrid screams' | images | 24-24 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Wheeler, Laura | 'From the black depths, O Lord, hast Thou lifted me out.' | images | 27-27 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Hurst, John R. (Bishop) | Haiti | articles | 29-34 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Russell, Charles Edward | 'Darkwater': Book Review of '"Darkwater": Voices from Within the Veil' by W.E. Burghardt DuBois | articles | 34-36 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Fauset, Jessie | Douce Souvenance | poetry | 42-42 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 48-53 | 20 | 1 | 1920-05-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Rogers, Lucile | Cover Image: Drawing of Daffodils | images | A-A | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wilkinson, Hilda | Cover Image: Drawing of Daffodils | images | A-A | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 69-72 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Shillady, John R. | A Resignation | letters | 72-72 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Dunbar, Paul Laurence | Unpublished Letters of Paul Laurence Dunbar to a Friend | letters | 73-76 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Jackson, May Howard | Bronze Bust of Dunbar | images | 75-75 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Jordan, Winifred Virginia | Sea Winds | poetry | 76-76 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Cotter, Joseph Seamon (Jr.) | On the Fields of France: A One Act Play | drama | 77-77 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | New Literature on the Negro | articles | 78-83 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | New Literature on the Negro: Book Review of 'Romulus Coucou' by Paul Reboux | articles | 78-79 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | New Literature on the Negro: Book Review of 'Unwritten History' by Bishop Levi J. Coppin | articles | 79-79 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | New Literature on the Negro: Book Review of 'The Negro Trail-Blazers of California' by Delilah L. Beasley | articles | 79-80 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | New Literature on the Negro: Book Review of 'The Man Next Door' by Algernon Brashear Jackson | articles | 80-80 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | New Literature on the Negro: Book Review of 'The Sword of Nemesis' by R. Archer Tracy and 'The Immediate Jewel of His Soul' by Herman Dreer | articles | 80-80 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | New Literature on the Negro: Book Review of 'The Shadow' by Mary White Ovington | articles | 80-82 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | New Literature on the Negro: Book Review of 'Darkwater' by W.E. Burghardt DuBois | articles | 82-83 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Luks, George | The Tango Artist | images | 81-81 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Patterson, Harvey T. | American Democracy in the Panama Canal Zone―I | articles | 83-86 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Saint, Thomas C. | American Democracy in the Panama Canal Zone―II | articles | 86-86 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Pickens, William | The Value of the N.A.A.C.P. | articles | 87-88 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Witten, Lillian B. | Youth Passes | poetry | 97-97 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 98-102 | 20 | 2 | 1920-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 117-120 | 20 | 3 | 1920-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Houston, G. David | Weaknesses of the Negro College | articles | 122-125 | 20 | 3 | 1920-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, M. G. | The Year in Negro Education | poetry | 126-131 | 20 | 3 | 1920-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Baker, Newton D. | The Negro and the National Guard | articles | 137-137 | 20 | 3 | 1920-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Jordan, Winifred Virginia | Brown Leaves | poetry | 137-137 | 20 | 3 | 1920-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
McCormick, Medill (Senator) | An Answer | letters | 138-139 | 20 | 3 | 1920-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 145-149 | 20 | 3 | 1920-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Green | Cover Image: Portrait of a Young Singer | images | A-A | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 165-167 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Shaw, George Bernard | From G. B. S. | letters | 165-165 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
(a white man) | In Mississippi | letters | 167-167 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Murphy, Charlton L. | In Philadelphia | letters | 167-167 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Sims, R. P. | Co-operation | letters | 167-167 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | The Sleeper Wakes: A Novelette in Three Instalments―I-II | fiction | 168-173 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wheeler, Laura | 'Huh! I don't want to look at no pretty girl!' | images | 169-169 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Cotter, Joseph S. | The Prophet | poetry | 173-173 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Wilberforce | articles | 176-178 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
"Oblige" | The End of Jim Waters | letters | 183-183 186-186 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Smith, Albert A. | 'Plantation Melodies' | images | 184-185 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Holman, Elizabeth Curtis | After a Reading of 'Darkwater' | poetry | 186-186 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 191-196 | 20 | 4 | 1920-08-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Matey, C. | Cover Image: Photograph of C. Matey's Bust of a Negro | images | A-A | 20 | 5 | 1920-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 213-215 | 20 | 5 | 1920-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, James Weldon | The Truth about Haiti: An N. A. A. C. P. Investigation | articles | 217-224 | 20 | 5 | 1920-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | 'Pastures New' | articles | 224-226 | 20 | 5 | 1920-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | The Sleeper Wakes: A Novelette in Three Installments―III | fiction | 226-229 | 20 | 5 | 1920-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wheeler, Laura | 'God! Let me by, Amy!' | images | 229-229 | 20 | 5 | 1920-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 238-242 | 20 | 5 | 1920-09-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 261-263 266-266 | 20 | 6 | 1920-10-01 | Crisis | A Record of the Darker Races | Homes Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | The Sleeper Wakes―IV | fiction | 267-274 | 20 | 6 | 1920-10-01 | Crisis | A Record of the Darker Races | Homes Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wheeler, Laura | 'This was no delivery-boy, this man' | images | 269-269 | 20 | 6 | 1920-10-01 | Crisis | A Record of the Darker Races | Homes Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wheeler, Laura | 'She Lay Back Again on the Floor, Prone' | images | 271-271 | 20 | 6 | 1920-10-01 | Crisis | A Record of the Darker Races | Homes Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
McKinney, Ernest R. | The Election Comes | articles | 274-276 | 20 | 6 | 1920-10-01 | Crisis | A Record of the Darker Races | Homes Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, Charles Bertram | Rain-Mist | poetry | 282-282 | 20 | 6 | 1920-10-01 | Crisis | A Record of the Darker Races | Homes Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 288-292 | 20 | 6 | 1920-10-01 | Crisis | A Record of the Darker Races | Homes Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Walts, Frank | Cover Image: Drawing of a Woman | images | A-A | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 5-9 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Richardson, Willis | The Deacon's Awakening: A Play in One Act | drama | 10-15 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wheeler, Laura | 'Ruth Is Not Coming out of College' | images | 13-13 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Jordan, Winifred Virginia | Values | poetry | 15-15 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | The Social Equality of Whites and Blacks | articles | 16-18 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Smith, Albert Alex | 'They Have Ears But They Hear Not' | images | 17-17 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Work, J. W. | It's Great to Be a Problem | poetry | 18-18 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Stoddard, Yetta Kay | Pleasurable Profit in Other Tongues | articles | 19-20 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Payne, H. A. | The Outer Pocket: [Letters] | letters | 20-22 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Smith, Eleanora A. | The Outer Pocket: [Letters] | letters | 20-22 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Sincerely your friend | The Outer Pocket: [Letters] | letters | 20-22 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Clark, Edw. Yaz | The Outer Pocket: [Letters] | letters | 20-22 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Spencer, Anne | Dunbar | poetry | 32-32 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 34-38 | 21 | 1 | 1920-11-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Caines, J. H. | Cover Image: Dark Womanhood Unredeemed | images | A-A | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 53-57 | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Marcus Garvey | articles | 58-60 | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Daly, Victor R. | The Housing Crisis in New York City | articles | 61-62 | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
J. F. | Book Review of 'Children of the Mist' by George Madden Martin | articles | 64-64 | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Anon | Joseph and Mary Come to Bethlehem | poetry | 72-73 | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | Joseph and Mary Come to Bethlehem | poetry | 72-73 | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Guilbert, Yvette | Decoration for 'Joseph and Mary Come to Bethlehem' | images | 72-73 | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, Charles Bertram | Three Poems―I: Shadows | poetry | 75-75 | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, Charles Bertram | Three Poems―II: Race Dreams | poetry | 75-75 | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, Charles Bertram | Three Poems―III: Snow | poetry | 75-75 | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 78-83 | 21 | 2 | 1920-12-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 101-104 | 21 | 3 | 1921-01-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
White, Walter F. | Election Day in Florida | articles | 106-109 | 21 | 3 | 1921-01-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wyman, Lillie Buffum Chace | Margaret Garner: A True Romance | fiction | 110-111 | 21 | 3 | 1921-01-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
DuBois, W. E. B. | Marcus Garvey | articles | 112-115 | 21 | 3 | 1921-01-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, James Weldon | A Greeting from the New Secretary | articles | 116-116 | 21 | 3 | 1921-01-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Barstow, C. H. | The Outer Pocket: [Letters] | letters | 126-126 | 21 | 3 | 1921-01-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Skeen, Ruth Loomis | The Outer Pocket: [Letters] | letters | 126-126 | 21 | 3 | 1921-01-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Buckmiller, Helen | The Outer Pocket: [Letters] | letters | 126-126 | 21 | 3 | 1921-01-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Moxley, Bertha | The Outer Pocket: [Letters] | letters | 126-126 | 21 | 3 | 1921-01-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Singh, Lila | The Outer Pocket: [Letters] | letters | 126-126 | 21 | 3 | 1921-01-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, Madeline G. | The Horizon | articles | 127-132 | 21 | 3 | 1921-01-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fouché, C. | Cover Image: 'Dawn' | images | A-A | 21 | 4 | 1921-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 149-152 | 21 | 4 | 1921-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Calloway, T. J. | A Pageant of Progress | articles | 153-155 | 21 | 4 | 1921-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | The Election and Democracy | articles | 156-160 | 21 | 4 | 1921-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Allison, M. G. | The Lynching Industry―1920 | articles | 160-162 | 21 | 4 | 1921-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Stewart, C. L. | How One Man Aided | letters | 166-166 | 21 | 4 | 1921-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
November | A Letter from Florida | letters | 170-170 | 21 | 4 | 1921-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
